Patent ID,Generated Question
US20160143821A1,<IMG> Is the molecule shown here considered a core structure?
US20160143906A1,<IMG> Does this molecule have a core-like structural framework?
US20160143982A1,<IMG> Is this structure considered a core framework in medicinal chemistry?
US20160143983A1,<IMG> Is this molecule depicted here considered a core structure?
US20160143999A1,<IMG> Does this molecular image show a core structure?
US20160151269A1,<IMG> Does this molecular image represent a core scaffold?
US20160158901A1,<IMG> Examine this molecule and determine whether it represents a core structure.
US20160159832A1,<IMG> Is this molecule considered a core structure?
US20160166632A1,<IMG> Does this molecular structure represent a core scaffold?
US20160166655A1,<IMG> Is this molecular structure a core framework?
US20160175423A1,<IMG> Does this image show a core structural motif?
US20160175432A1,<IMG> Does this molecule serve as a core framework?
US20160175457A1,<IMG> Is this structure a core framework in the given molecule?
US20160194369A1,<IMG> Does this structure represent a core molecular scaffold?
US20160234567A1,<IMG> Does this molecule have a core-like structural framework?
US20160235678A1,<IMG> Does this molecule have the characteristics of a core structure?
US20160243212A1,<IMG> Does this molecule have a core-like structure?
US20160244489A1,<IMG> Does this molecule serve as a core framework in larger compounds?
US20160263102A1,<IMG> Is this molecule considered a core structure?
US20160263103A1,<IMG> Is this molecular structure considered a core framework?
US20160263105A1,<IMG> Is this compound a core structure?
US20160263106A1,<IMG> Is this molecule a core structure in medicinal chemistry?
US20160263107A1,<IMG> Is this molecule a core structure based on its image?
US20160263111A1,<IMG> Is this molecule considered a core structure?
US20160263119A1,<IMG> Does this molecular structure qualify as a core framework?
US20160263122A1,<IMG> Does this molecule represent a fundamental core structure?
US20160263127A1,<IMG> Does this molecule represent a core structure in the given image?
US20160263129A1,<IMG> Is this molecular structure considered a core framework?
US20160263130A1,<IMG> Examine this compound's structure and determine whether it represents a core framework.
US20160263141A1,<IMG> Does this molecule represent a core framework?
US20160263149A1,<IMG> Does this structure represent a core molecular framework?
US20160263178A1,<IMG> Is this molecule considered a core structure?
US20160263182A1,<IMG> Does this molecule represent a core structure in your analysis?
US20160263191A1,<IMG> Is this molecule a core structure in drug design?
US20160263245A1,<IMG> Does this molecule represent a core framework?
US20160287506A1,<IMG> Does this molecule serve as a core framework in drug design?
US20170000987A1,<IMG> Is this compound a core structural motif?
US20170008910A1,<IMG> Is the molecule shown here considered a core structural motif?
US20170008911A1,<IMG> Is this compound a core structure in medicinal chemistry?
US20170008912A1,<IMG> Does this molecule represent a core structure?
US20170008915A1,<IMG> Does this molecule represent a core framework?
US20170008934A1,<IMG> Is this molecule shown a core structure?
US20170008945A1,<IMG> Is this molecule considered a core structure?
US20170008962A1,<IMG> Does the molecule shown here serve as a core framework?
US20170008963A1,<IMG> Is this molecule representative of a fundamental core structure?
US20170008965A1,<IMG> Does this molecule serve as a core framework in the structure?
US20170008984A1,<IMG> Does this molecule represent a core structure?
US20170008987A1,<IMG> Is this structure a core framework?
US20170008994A1,<IMG> Does this molecule represent a core structural motif?
US20170022233A1,<IMG> Is this structure a core framework in medicinal chemistry?
US20170022234A1,<IMG> Examine this molecule's structure and determine whether it qualifies as a core.
US20170022245A1,<IMG> Does the molecule shown here serve as a foundational core structure?
US20170022256A1,<IMG> Does this molecule have a core-like structure?
US20170022270A1,<IMG> Does the molecule shown here serve as a core framework?
US20170022272A1,<IMG> Is this molecule considered a core structure?
US20170022274A1,<IMG> Does this molecule serve as a core framework in the structure?
US20170022275A1,<IMG> Does this molecule represent a core structure in the image?
US20170022276A1,<IMG> Does this structure represent a molecular core?
US20170022278A1,<IMG> Does this molecule represent a fundamental core framework?
US20170022282A1,<IMG> Is this compound a core structure?
US20170022284A1,<IMG> Is this molecule shown a core scaffold in its class?
US20170022287A1,<IMG> Does the structure shown here serve as a core framework?
US20170022289A1,<IMG> Does this molecule depicted in the image represent a core framework?
US20170022291A1,<IMG> Is this molecule shown a core structure in the image?
US20170022292A1,<IMG> Does this molecule have a core-like structure?
US20170022293A1,<IMG> Does this molecule qualify as a core structure?
US20170022294A1,<IMG> Does this structure represent a core molecular scaffold?
US20170022295A1,<IMG> Does this molecule serve as a core framework in drug design?
US20170022298A1,<IMG> Does this molecular structure represent a core framework?
US20170029552A1,<IMG> Is this molecule shown here a core structural framework?
US20170035641A1,<IMG> Is this molecule shown a fundamental core structure?
US20170042878A1,<IMG> Does this molecule shown in the image qualify as a core structure?
US20170042882A1,<IMG> Is the molecule shown here considered a core structure?
US20170042895A1,<IMG> Is this molecule considered a core structure?
US20170080013A1,Does the molecule shown in <IMG> represent a core structure?
US20170080056A1,<IMG> Does this molecule qualify as a core structure?
US20170080098A1,<IMG> Is this structure considered a core framework?
US20170095413A1,<IMG> Does this molecular image depict a core structure?
US20170095418A1,<IMG> Is the molecule shown here a core structure?
US20170095419A1,<IMG> Does this molecule represent a core framework?
US20170095423A1,<IMG> Is this structure a core framework in the molecule?
US20170095532A1,<IMG> Is this compound a core structure in drug design?
US20170112345A1,<IMG> Is this structure considered a core framework?
US20170119876A1,<IMG> Is this molecule considered a core scaffold in drug design?
US20170119882A1,<IMG> Is this molecule considered a core structure?
US20170123456A1,<IMG> Does this structure represent a core scaffold in drug design?
US20170145321A1,<IMG> Does the molecule shown here serve as a core framework?
US20170216204A1,<IMG> Does the molecule shown here serve as a core framework?
US20170216233A1,<IMG> Is this molecule representative of a core scaffold in drug design?
US20170216234A1,<IMG> Is this molecular structure considered a core framework?
US20170216289A1,<IMG> Is this structure a molecular core framework?
US20170216296A1,<IMG> Is this structure a core framework in the molecule?
US20170216326A1,<IMG> Does this molecule have a core-like structure?
US20170224732A1,<IMG> Does this molecule serve as a core framework in the structure?
US20170252345A1,<IMG> Does this molecule have a core-like structure?
US20170266132A1,<IMG> Is this compound a core structure?
US20170266177A1,<IMG> Does this molecule represent a core framework?
US20170333418A1,<IMG> Does this molecule serve as a core framework?
US20170333456A1,<IMG> Does this molecule qualify as a core structure?
US20170360841A1,<IMG> Does this molecule represent a core framework?
US20170360848A1,<IMG> Is this molecule a core structure based on the image?
US20180012345A1,<IMG> Is this molecule considered a core structure in its class?
US20180015104A1,<IMG> Does this molecule have the characteristics of a core structure?
US20180015112A1,<IMG> Is this molecule representative of a core scaffold in drug design?
US20180015115A1,<IMG> Does this molecular image depict a core scaffold?
US20180015121A1,<IMG> Is this molecule considered a core structure in its chemical class?
US20180015123A1,<IMG> Does this molecule represent a core framework?
US20180015125A1,<IMG> Is this compound a core structure?
US20180015129A1,<IMG> Is this molecule a core structure based on its image?
US20180015139A1,<IMG> Does this molecular structure represent a core pharmacophore?
US20180015141A1,<IMG> Does this molecular structure represent a core pharmacophore?
US20180015145A1,<IMG> Is this molecule shown here a core structure?
US20180015156A1,<IMG> Does this molecule have a core-like structure?
US20180015199A1,<IMG> Does this molecule have a core-like structure?
US20180021345A1,<IMG> Does this structure represent a core molecular scaffold?
US20180028642A1,Does the molecule shown in <IMG> represent a core structure?
US20180034567A1,<IMG> Examine the molecule shown and determine whether it represents a core structure.
US20180110790A1,<IMG> Does this structure represent a core molecular scaffold?
US20180125805A1,<IMG> Does this molecule represent a fundamental core structure?
US20180125876A1,<IMG> Does this molecule exhibit a core-like structure?
US20180125891A1,<IMG> Is this molecule considered a core structure?
US20180125894A1,<IMG> Does this molecular image depict a core structure?
US20180125898A1,<IMG> Does this molecule serve as a core framework in the structure?
US20180134791A1,<IMG> Does this molecule have a core-like structure?
US20180147245A1,<IMG> Is this compound a core structure?
US20180147258A1,<IMG> Does this molecule qualify as a core structure?
US20180207177A1,<IMG> Is this molecule considered a core structure?
US20180214405A1,<IMG> Does this molecule represent a core structure when analyzed?
US20180214431A1,<IMG> Does this structure represent a core molecular scaffold?
US20180221345A1,<IMG> Is this molecule considered a core structure?
US20180221363A1,<IMG> Does this molecule represent a fundamental core structure?
US20180221366A1,<IMG> Does this molecule serve as a core framework in drug design?
US20180243210A1,Does this molecule <IMG> represent a core structure?
US20180243241A1,<IMG> Does this molecule have a core-like structure?
US20180243256A1,<IMG> Is this molecule shown a fundamental core structure?
US20180243258A1,<IMG> Is this molecule considered a core structure?
US20180243271A1,<IMG> Is this molecule considered a core structure?
US20180250261A1,<IMG> Does this molecule represent a fundamental core structure?
US20180250275A1,<IMG> Does this molecule serve as a core framework in drug design?
US20180312567A1,<IMG> Could this molecule be considered a core structure?
US20180318225A1,<IMG> Examine this compound and determine whether it represents a core structure.
US20180327411A1,<IMG> Is this molecular structure a core framework?
US20180327496A1,<IMG> Examine this compound's structure and determine if it qualifies as a core structure.
US20180344678A1,<IMG> Does this molecular image represent a core scaffold?
US20190008941A1,<IMG> Does this molecular image depict a core structure?
US20190015432A1,<IMG> Does this image depict a core molecular scaffold?
US20190015447A1,<IMG> Is this molecule considered a core structure in medicinal chemistry?
US20190015467A1,<IMG> Is this molecule considered a core structure?
US20190015469A1,<IMG> Does this molecule represent a core framework?
US20190015484A1,<IMG> Is this structure considered a core framework?
US20190015512A1,<IMG> Is this molecule considered a core structure?
US20190022145A1,<IMG> Does this molecular structure qualify as a core scaffold?
US20190022183A1,<IMG> Examine this compound structure—does it qualify as a core?
US20190022233A1,<IMG> Does this molecule have a core structure based on its arrangement?
US20190022234A1,<IMG> Does this molecule exhibit the characteristics of a core structure?
US20190022241A1,<IMG> Does this molecule qualify as a core structure?
US20190022245A1,<IMG> Is this molecule considered a core structure?
US20190022247A1,<IMG> Is this molecule shown here considered a core structure?
US20190022248A1,<IMG> Does this molecular image show a core structure?
US20190022256A1,<IMG> Is this molecule considered a core structure?
US20190022281A1,<IMG> Does this molecular image depict a core structure?
US20190022284A1,<IMG> Is this structure considered a core framework?
US20190022289A1,<IMG> Is the depicted molecule a core structure?
US20190022291A1,<IMG> Does this molecule serve as a core framework in its structure?
US20190022345A1,<IMG> Does this structure represent a molecular core?
US20190030045A1,<IMG> Is the molecule shown here considered a core structure?
US20190030145A1,<IMG> Does this molecule serve as a core framework in the structure?
US20190038614A1,<IMG> Does this structure represent a molecular core?
US20190038615A1,<IMG> Does this molecule represent a core framework?
US20190038624A1,<IMG> Does this molecular image represent a core structure?
US20190038642A1,<IMG> Does this molecule represent a fundamental core structure?
US20190038645A1,<IMG> Does this molecule represent a core structure?
US20190038672A1,<IMG> Does this molecule represent a core scaffold?
US20190056789A1,<IMG> Does this molecule have a core-like structure?
US20190060567A1,<IMG> Is this molecule a core structure based on its image?
US20190112345A1,<IMG> Does this molecule qualify as a core structure?
US20190125741A1,<IMG> Is this compound a core structural motif?
US20190125775A1,<IMG> Does this molecule qualify as a core structure?
US20190125783A1,<IMG> Is this molecule considered a core structure?
US20190125788A1,<IMG> Does this molecular image depict a core structure?
US20190125789A1,<IMG> Is this molecule shown in the image considered a core structure?
US20190125793A1,<IMG> Is this structure a core framework in the molecule?
US20190125794A1,<IMG> Is this molecule considered a core structure?
US20190125799A1,<IMG> Is this molecule depicted here considered a core structure?
US20190125885A1,<IMG> Does this molecule represent a core framework?
US20190134012A1,<IMG> Is this molecule considered a core structure?
US20190142876A1,<IMG> Does this molecule serve as a core framework in drug design?
US20190151294A1,<IMG> Is this molecular structure a core framework?
US20190151309A1,<IMG> Is this structure considered a molecular core?
US20190151350A1,<IMG> Is this molecule shown a core scaffold?
US20190151399A1,<IMG> Does this molecule exhibit a core structure based on its molecular framework?
US20190216819A1,Does the molecule shown in <IMG> qualify as a core structure?
US20190216832A1,<IMG> Does this molecular image depict a core structure?
US20190233456A1,<IMG> Is this molecule shown a core structure?
US20190233765A1,<IMG> Is this molecule shown a core structure?
US20190234567A1,<IMG> Is this molecule considered a core structure?
US20190255001A1,<IMG> Does this molecule represent a core framework?
US20190255012A1,<IMG> Is this molecule a core structure in the depicted compound?
US20190255231A1,<IMG> Does this molecule represent a core framework?
US20190262231A1,<IMG> Is this molecule considered a core structure?
US20190262321A1,<IMG> Is this molecule considered a core structure?
US20190262351A1,<IMG> Is this structure a core framework of a larger compound?
US20190262391A1,<IMG> Does this molecule represent a core structural motif?
US20190262394A1,<IMG> Does this image show a core molecular framework?
US20190262395A1,Is this <IMG> molecule a core structure?
US20190262399A1,<IMG> Does this molecule represent a core structure in the given context?
US20190282613A1,<IMG> Does this molecule represent a core framework?
US20190282614A1,<IMG> Does this molecular image depict a core structure?
US20190282615A1,<IMG> Is this molecule considered a core structure?
US20190282633A1,<IMG> Does this molecule have the characteristics of a core structure?
US20190282634A1,<IMG> Does this molecule represent a core framework?
US20190282639A1,<IMG> Does this molecule represent a core framework?
US20190282645A1,<IMG> Does this molecular structure serve as a foundational core?
US20190282674A1,<IMG> Does this molecule represent a core structure?
US20190282691A1,<IMG> Does this molecule represent a core framework?
US20190290678A1,<IMG> Is this compound a core structure?
US20190290842A1,<IMG> Is this molecule shown a core structure?
US20190290872A1,<IMG> Does this molecule represent a core framework?
US20190290876A1,<IMG> Does this molecular image represent a core structure?
US20190292234A1,<IMG> Is this structure a core framework in the molecule?
US20190314356A1,<IMG> Does this structure represent a core molecular framework?
US20190321456A1,<IMG> Does this molecule serve as a core framework in a larger structure?
US20190343776A1,<IMG> Is this depicted molecule considered a core structure?
US20190343804A1,<IMG> Does this molecular image depict a core structure?
US20190343807A1,<IMG> Does this molecule serve as a core framework in the structure?
US20190343809A1,<IMG> Is this structure considered a core framework?
US20190343821A1,<IMG> Does the molecule shown here serve as a fundamental core structure?
US20190343829A1,<IMG> Is this molecule considered a core structure?
US20190343836A1,<IMG> Does this molecule serve as a core framework in the image?
US20190343850A1,<IMG> Does this molecule have a core-like structure?
US20190343861A1,<IMG> Does this molecule represent a core structure in drug design?
US20190343874A1,<IMG> Does this molecule represent a core structure?
US20190343881A1,<IMG> Is the molecule shown here considered a core structure?
US20190343882A1,<IMG> Does this molecular image depict a core structure?
US20190351023A1,<IMG> Does this molecule represent a core scaffold?
US20190375892A1,<IMG> Examine this molecule and determine whether it serves as a core structure.
US20200016214A1,<IMG> Does this molecular image represent a core structure?
US20200016249A1,<IMG> Does this molecule exhibit the characteristics of a core structure?
US20200016263A1,<IMG> Does this molecule serve as a core framework in drug design?
US20200016281A1,<IMG> Does this molecule represent a core framework?
US20200016284A1,<IMG> Is this compound's framework considered a core structure?
US20200016285A1,<IMG> Is this structure considered a molecular core?
US20200016287A1,<IMG> Does this structure represent a core scaffold in drug design?
US20200030456A1,Does the molecule shown in <IMG> qualify as a core structure?
US20200038448A1,<IMG> Does this molecular image represent a core scaffold?
US20200040056A1,<IMG> Is this compound considered a core structure?
US20200040091A1,<IMG> Does this molecular structure represent a core scaffold?
US20200078901A1,<IMG> Does this molecule represent a core scaffold?
US20200138947A1,Does the molecule shown in <IMG> qualify as a core structure?
US20200138969A1,<IMG> Is this molecule considered a core structure?
US20200138987A1,<IMG> Examine this molecule and determine whether it qualifies as a core structure.
US20200230218A1,<IMG> Does this molecule have the characteristics of a core structure?
US20200254007A1,<IMG> Does this molecule have a core-like structure?
US20200254012A1,<IMG> Is the molecule shown here considered a core structure?
US20200254052A1,<IMG> Does this molecule have the characteristics of a core structure?
US20200254088A1,<IMG> Does this structure represent a molecular core?
US20210002359A1,<IMG> Does this structure represent a core molecular framework?
US20210002391A1,<IMG> Is this molecule shown a core structure?
US20210052321A1,<IMG> Does this molecule represent a core framework?
US20210077321A1,<IMG> Is the molecule shown a core structure?
US20210077345A1,<IMG> Does this molecule have the characteristics of a core structure?
US20210123456A1,<IMG> Does this molecule serve as a core framework in drug design?
US20210228671A1,<IMG> Does this molecule represent a fundamental core structure?
US20220054321A1,<IMG> Does this molecular image depict a core structure?
US3210987B2,<IMG> Is this molecule shown a core structure?
US3210987G1,<IMG> Does this molecule represent a core framework?
US6543210A1,<IMG> Does this molecule represent a core structure in the given image?
US6543210E1,<IMG> Is this molecule shown in the image a core structure?
US7654321B2,<IMG> Is this molecular structure considered a core framework?
US7654321D1,<IMG> Is this molecule a core structure in drug design?
US7890123B2,<IMG> Is this molecule shown a fundamental core structure?
US8765432A1,<IMG> Does this molecule represent a fundamental core structure?
US8765432B1,<IMG> Is this molecule considered a core structure?
US8765432B2,<IMG> Is this structure a core framework in the molecule?
US8765432C1,<IMG> Is the molecule shown here considered a core structure?
US8765432C2,<IMG> Does this molecule serve as a core framework in the structure?
US8765432D1,<IMG> Does this structure represent a core scaffold in drug design?
US9874563B2,<IMG> Does this molecular image depict a core scaffold?
US9876543B2,<IMG> Does this molecular image depict a core structure?
US9876543C1,<IMG> Examine this molecule and determine whether it qualifies as a core structure.
US9876543D2,<IMG> Is this molecule a core structure?
WO2010107569A1,<IMG> Is this structure considered a core framework?
WO2010107569A2,<IMG> Is this molecule considered a core structure in medicinal chemistry?
WO2013177228A1,<IMG> Does this molecule have a core-like structure?
WO2014144766A1,<IMG> Does this molecule represent a core structure?
WO2014151624A1,<IMG> Is this molecule shown here a core structure?
WO2014159867A1,<IMG> Is this molecule considered a core structure?
WO2014160705A1,<IMG> Does this molecule represent a core structure?
WO2014165136A1,<IMG> Does this molecule represent a core structure?
WO2014197632A1,<IMG> Does this molecule represent a core structure?
WO2014197643A1,Does <IMG> represent a core structure in medicinal chemistry?
WO2015100345A1,<IMG> Does this molecule represent a core scaffold?
WO2015100421A1,<IMG> Does this molecular image represent a core scaffold?
WO2015100423A1,<IMG> Is this molecule considered a core structure in medicinal chemistry?
WO2015100426A1,<IMG> Does this molecule have the characteristics of a core structure?
WO2015103456A1,<IMG> Is this structure considered a core framework in medicinal chemistry?
WO2015116723A1,<IMG> Does this molecule have a core-like structure?
WO2015120123A1,<IMG> Does this molecule represent a core scaffold?
WO2015120278A1,<IMG> Does this molecule represent a core scaffold structure?
WO2015121234A1,<IMG> Does this molecule qualify as a core scaffold?
WO2015123367A1,<IMG> Does this molecular image show a core structure?
WO2015123456A1,<IMG> Does this molecule represent a core scaffold for drug design?
WO2015123486A1,<IMG> Does the molecule shown here serve as a core framework?
WO2015127235A1,<IMG> Is this molecule considered a core structure?
WO2015127236A1,<IMG> Is this compound a core structure?
WO2015161052A1,<IMG> Does this molecule represent a core structure?
WO2015168072A1,Does the structure shown in <IMG> represent a core framework?
WO2016011055A1,<IMG> Does this molecule represent a core scaffold?
WO2016014567A1,<IMG> Does this molecule represent a core structure?
WO2016014569A1,<IMG> Does this molecule have a core-like structural framework?
WO2016073456A1,<IMG> Is this molecule considered a core structure?
WO2016106175A1,<IMG> Does this molecule represent a core structure?
WO2016109532A1,<IMG> Does this molecule represent a core framework?
WO2016154422A1,<IMG> Is this molecule considered a core structure?
WO2016172287A1,<IMG> Does this molecule represent a fundamental core framework?
WO2016172589A1,<IMG> Does this molecule represent a core structure?
WO2016176659A1,<IMG> Is this molecule considered a core scaffold in drug design?
WO2016183175A1,<IMG> Is this molecular structure considered a core framework?
WO2016187232A1,<IMG> Does this molecule serve as a core framework in the structure?
WO2016187234A1,<IMG> Is this molecule considered a core structure?
WO2016187235A1,<IMG> Does this molecule represent a core structural motif?
WO2016187238A1,<IMG> Does this molecule exhibit characteristics of a core structure?
WO2016191425A1,<IMG> Does this molecular image show a core structure?
WO2017040386A1,<IMG> Does this molecular image depict a core structure?
WO2017040678A1,<IMG> Is this molecule a core structure in medicinal chemistry?
WO2017040790A1,<IMG> Is this molecule considered a core structure?
WO2017040798A1,<IMG> Is this molecule considered a core structure?
WO2017040821A1,<IMG> Does this molecule have a core-like structure?
WO2017044462A1,<IMG> Is the molecule shown here considered a core structure?
WO2017044567A1,<IMG> Does this molecule represent a fundamental core scaffold?
WO2017064321A1,<IMG> Does this molecule represent a core structure?
WO2017066178A1,<IMG> Does this molecule have a core-like structure?
WO2017066221A1,<IMG> Does this molecule qualify as a core structure?
WO2017066321A1,<IMG> Does this molecule represent a fundamental core structure?
WO2017066482A1,<IMG> Is this compound a core structure?
WO2017066489A1,<IMG> Does this molecule represent a core structure?
WO2017087563A1,<IMG> Is this molecular structure representative of a core framework?
WO2017105678A1,<IMG> Does this molecule have the characteristics of a core structure?
WO2017106023A1,<IMG> Does this molecule represent a core framework?
WO2017117423A1,<IMG> Is this molecule considered a core structure?
WO2017120123A1,<IMG> Does this molecule serve as a core framework in its structure?
WO2017120456A1,<IMG> Does this molecule serve as a core framework in drug design?
WO2017123456A1,<IMG> Does this structure represent a core molecular scaffold?
WO2017127561A1,<IMG> Is this molecule a core structure in medicinal chemistry?
WO2017127754A1,<IMG> Is this molecule considered a core structure?
WO2017132309A1,<IMG> Does this molecule represent a core scaffold?
WO2017136543A1,<IMG> Does this molecule represent a core framework?
WO2017136548A1,<IMG> Does this molecule represent a core structure?
WO2017151782A1,<IMG> Does the molecule shown here serve as a core framework?
WO2017151789A1,<IMG> Is this structure considered a core framework?
WO2017154321A1,<IMG> Is this molecule considered a core structure?
WO2017156228A1,<IMG> Does this molecule represent a fundamental core structure?
WO2017156234A1,<IMG> Does this molecule represent a core scaffold?
WO2017156253A1,<IMG> Does this molecule represent a core framework?
WO2017157654A1,<IMG> Does this molecule represent a core framework?
WO2017157890A1,<IMG> Does this molecule represent a core framework?
WO2017161067A1,<IMG> Is this molecule considered a core structure?
WO2017161116A1,<IMG> Does this molecule represent a core structural motif?
WO2017161178A1,<IMG> Does this molecule represent a core framework?
WO2017161202A1,<IMG> Does this molecule have a core-like structure?
WO2017161206A1,<IMG> Is the molecule shown here considered a core structure?
WO2017161234A1,<IMG> Does this molecule's framework resemble a core structure?
WO2017165732A1,<IMG> Does this molecule represent a core structural framework?
WO2017165734A1,<IMG> Does this molecule represent a core framework?
WO2017165738A1,<IMG> Does this molecule represent a core framework?
WO2017165834A1,<IMG> Does this molecule represent a core framework?
WO2017165867A1,<IMG> Does this molecule serve as a core framework in larger structures?
WO2017181132A1,<IMG> Is this compound a core structure?
WO2017184765A1,<IMG> Does this molecule represent a core structure?
WO2017189765A1,<IMG> Does this molecule have the characteristics of a core structure?
WO2017192345A1,<IMG> Does this molecule exhibit the characteristics of a core structure?
WO2017192587A1,<IMG> Does this molecule represent a fundamental core scaffold?
WO2017194567A1,<IMG> Does this molecule serve as a core framework in its structure?
WO2017197023A1,<IMG> Is this molecule considered a core structure?
WO2017201073A1,<IMG> Does this molecule serve as a core framework?
WO2017201079A1,<IMG> Does this molecule represent a core structural motif?
WO2017201089A1,<IMG> Does this molecule have a core-like structure?
WO2017201234A1,<IMG> Does this molecule represent a core framework?
WO2017205678A1,<IMG> Does this molecule represent a fundamental core structure?
WO2017210447A1,<IMG> Is the molecule shown here considered a core structure?
WO2017234567A1,<IMG> Is this structure a core framework of a larger molecule?
WO2017456789A1,<IMG> Does this molecular image depict a core structure?
WO2018005401A1,<IMG> Examine this compound and determine whether it represents a core structure.
WO2018011234A1,<IMG> Does this molecular image depict a core structure?
WO2018013852A1,<IMG> Does this molecule represent a core structure?
WO2018013892A1,<IMG> Is this molecule depicted here considered a core structure?
WO2018015432A1,<IMG> Does this molecule represent a core scaffold?
WO2018017753A1,<IMG> Is this molecule shown a core structure?
WO2018017890A1,<IMG> Does this molecular image depict a core structure?
WO2018022867A1,<IMG> Does this molecule represent a core framework?
WO2018051234A1,<IMG> Does this molecule have a core-like structure?
WO2018053270A1,<IMG> Does this molecular image show a core structure?
WO2018053276A1,Does this molecular image <IMG> represent a core scaffold?
WO2018053476A1,<IMG> Is this molecule depicted here considered a core structure?
WO2018056789A1,<IMG> Does this molecule have a core-like structure?
WO2018067812A1,<IMG> Does this molecule represent a core framework?
WO2018106789A1,<IMG> Is this molecule shown in the image a core structure?
WO2018112345A1,<IMG> Is this molecule considered a core structure?
WO2018119355A1,<IMG> Is this molecule considered a core scaffold in drug design?
WO2018123456A1,<IMG> Is this structure a core framework of a compound?
WO2018125945A1,<IMG> Is the molecule shown here considered a core structure?
WO2018127890A1,<IMG> Does this molecule represent a core structure?
WO2018127896A1,<IMG> Does the molecule shown represent a core scaffold?
WO2018129285A1,<IMG> Is this molecule considered a core structure?
WO2018129287A1,<IMG> Is this molecule shown in the image a core structure?
WO2018129326A1,<IMG> Is this molecule considered a core structure?
WO2018129356A1,<IMG> Does this molecule represent a core framework?
WO2018129357A1,<IMG> Does this molecule serve as a core framework in its structure?
WO2018129358A1,<IMG> Does this molecule's framework resemble a core structure?
WO2018129375A1,<IMG> Is this molecule considered a core structure?
WO2018129385A1,<IMG> Does this molecule serve as a core framework in drug design?
WO2018129387A1,Does the molecule shown in <IMG> represent a core structure?
WO2018129389A1,Does the molecule shown in <IMG> represent a core structure?
WO2018129395A1,<IMG> Is this molecule considered a core structure?
WO2018144567A1,<IMG> Does this molecule exhibit the characteristics of a core structure?
WO2018154321A1,<IMG> Is the molecule shown here considered a core structure?
WO2018156421A1,<IMG> Does the molecule shown here serve as a core framework?
WO2018156789A1,<IMG> Does this molecule serve as a core framework?
WO2018175889A1,<IMG> Is this molecule considered a core structure?
WO2018195385A1,<IMG> Is the molecule shown a core structural motif?
WO2018226789A1,<IMG> Does this molecule exhibit the characteristics of a core structure?
WO2018765432A1,<IMG> Does this molecule serve as a core framework in its structure?
WO2019014345A1,<IMG> Is this molecule considered a core structure in drug design?
WO2019014567A1,<IMG> Is this compound a core structure?
WO2019060473A1,<IMG> Does this molecule qualify as a core structure?
WO2019060543A1,<IMG> Is this molecule considered a core structure?
WO2019074882A1,<IMG> Does this molecule serve as a core framework in the structure?
WO2019101234A1,<IMG> Is this molecule considered a core structure?
WO2019102345A1,<IMG> Is this structure considered a core framework in medicinal chemistry?
WO2019104075A1,<IMG> Is the molecule shown here considered a core structure?
WO2019104123A1,<IMG> Does this structure represent a molecular core?
WO2019108765A1,<IMG> Does this molecule represent a core structure?
WO2019113456A1,<IMG> Is this molecule a core structure in the given context?
WO2019118526A1,<IMG> Is this compound a core structure?
WO2019118532A1,<IMG> Is this molecule a core structure in the given image?
WO2019118823A1,<IMG> Does this molecule represent a core framework?
WO2019118932A1,<IMG> Is this molecule considered a core structure?
WO2019118934A1,<IMG> Does this molecule qualify as a core structure?
WO2019123456A1,<IMG> Does this molecule represent a core framework?
WO2019133736A1,<IMG> Is this molecule a core structure?
WO2019133829A1,<IMG> Is this structure considered a core framework?
WO2019133865A1,<IMG> Does this molecule represent a core framework?
WO2019136112A1,<IMG> Does this molecule represent a fundamental core framework?
WO2019136135A1,<IMG> Does this molecule represent a core framework?
WO2019136200A1,<IMG> Is this molecule considered a core structure?
WO2019136234A1,<IMG> Does this molecule have a core-like structure?
WO2019136235A1,<IMG> Is this molecular structure a core framework?
WO2019136237A1,<IMG> Does this molecule have the characteristics of a core structure?
WO2019136254A1,Does this molecular image <IMG> represent a core structure?
WO2019136278A1,<IMG> Does this molecule represent a fundamental core scaffold?
WO2019136281A1,<IMG> Is this molecule shown a core structure?
WO2019136288A1,<IMG> Is this molecule considered a core structure?
WO2019136335A1,<IMG> Does this molecule represent a core structure based on its image?
WO2019136345A1,<IMG> Does this molecule represent a core structural motif?
WO2019136412A1,<IMG> Is this molecule a core scaffold?
WO2019136415A1,<IMG> Is this compound a core structure in medicinal chemistry?
WO2019136417A1,<IMG> Does this molecular image depict a core structure?
WO2019136437A1,<IMG> Does the molecule shown here serve as a core framework?
WO2019137832A1,<IMG> Does this image show a core structural motif?
WO2019139876A1,<IMG> Is this compound a core structure in medicinal chemistry?
WO2019139927A1,<IMG> Does this molecule represent a core structural motif?
WO2019139987A1,<IMG> Does this molecule serve as a core framework in larger compounds?
WO2019140256A1,<IMG> Is this molecule considered a core structure?
WO2019145678A1,<IMG> Examine this molecule and determine whether it qualifies as a core structure.
WO2019152345A1,<IMG> Is this molecule shown here a core structure?
WO2019152663A1,<IMG> Does this molecule serve as a core framework in the structure?
WO2019156782A1,<IMG> Is the molecule shown here considered a core structure?
WO2019156789A1,<IMG> Is the molecule shown here considered a core structure?
WO2019156982A1,<IMG> Is this molecular structure considered a core framework?
WO2019156987A1,<IMG> Is this molecule representative of a core pharmacophore structure?
WO2019157103A1,<IMG> Does this molecule exhibit a core-like structure?
