Patent ID,Generated Question
EP3339326A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
EP3339332A1,Can you extract all molecular structures from <PDF> and provide their corresponding SMILES strings?
EP3342400A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
EP3342431A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
EP3345567A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES representations.
EP3345578A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
EP3345579A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notation.
EP3345599A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
EP3345612A1,Can you extract all chemical structures from <PDF> and provide their corresponding SMILES notations?
EP3345621A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
EP3345623A1,<PDF> Identify and extract all molecular structures in SMILES format.
EP3345678B1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
EP3349761A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
EP3351193A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
EP3351226A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES notations.
EP3366312A1,"From <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
EP3366324A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
EP3391873A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES representations.
EP3401234A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
EP3403624A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
EP3403642A1,<PDF> Extract all chemical structures and represent them as SMILES notations.
EP3406234A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
EP3406623A1,<PDF> Extract all molecular structures from the document and convert them to SMILES strings.
EP3406624A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
EP3406628A1,<PDF> Extract all chemical structures from the document and provide their SMILES representations.
EP3409221A1,<PDF> Identify all molecular structures and convert them into SMILES notation.
EP3409663A1,<PDF> Extract all chemical compounds from the file and provide their SMILES notations.
EP3409664A1,<PDF> List all chemical structures found in the PDF and provide their corresponding SMILES representations.
EP3411410A1,<PDF> Identify all molecular structures and provide their SMILES notations.
EP3411423A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
EP3412283A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
EP3412284A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
EP3412285A1,<PDF> Extract and provide the SMILES representations for all chemical structures found in this document.
EP3412287A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
EP3412288A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
EP3418304A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
EP3424532A1,<PDF> Extract all chemical compounds from the given document and provide their corresponding SMILES notations.
EP3424536A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES strings.
EP3456312A1,<PDF> Identify all chemical structures and output their SMILES representations.
EP3456789A1,Can you extract all chemical structures from <PDF> and provide their corresponding SMILES notations?
EP3456789A2,Can you provide the SMILES strings for every chemical compound found in <PDF>?
EP3501534A1,Identify and extract all molecular structures from <PDF> and provide their SMILES notations.
EP3501536A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES representations.
EP3501543A1,<PDF> Can you extract the SMILES strings for every chemical structure present in this file?
EP3501546A1,<PDF> Identify and convert all molecular structures into SMILES notation.
EP3501556A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
EP3503881A1,Identify all chemical compounds in <PDF> and convert them to SMILES notation.
EP3513791A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
EP3513794A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
EP3517493A1,<PDF> Extract all chemical compounds from the text and provide their corresponding SMILES notations.
EP3524201A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
EP3528831A1,Can you extract all chemical structures from <PDF> and provide their corresponding SMILES strings?
EP3528835A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
EP3560503A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
EP3560504A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
EP3569204A1,Identify and extract all molecular structures from <PDF> and convert them to SMILES notation.
EP3673869A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
EP3675869A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES representations.
EP3705176A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
EP3713661A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
EP3718567A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
EP3725318A1,Identify all chemical compounds in <PDF> and represent them as SMILES notation.
EP4455667A1,"From the <PDF>, list all chemical structures and convert them to SMILES notation."
EP4567890A1,<PDF> Extract all chemical compounds listed and represent them as SMILES notation.
EP4567890A2,<PDF> Extract all chemical compounds from the given PDF and provide their SMILES representations.
EP4567890B1,Identify all chemical structures in <PDF> and translate them into SMILES notation.
EP5566778B1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
EP5678901A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
EP6789012A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US10251899B2,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US10512645B2,<PDF> Please convert all chemical structures in this document to their corresponding SMILES strings.
US20100015235A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20130267547A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20140018491A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES strings."
US20140045678A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20140045849A1,<PDF> Locate all chemical structures in the file and provide their SMILES representations.
US20140045876A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20140045888A1,Identify all molecular structures in <PDF> and provide their SMILES notations.
US20140057960A1,<PDF> Identify all chemical structures and translate them into SMILES notation.
US20140073642A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20140073657A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20140088085A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20140088090A1,Identify all chemical structures in <PDF> and convert them into SMILES notation.
US20140107102A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20140107162A1,<PDF> Identify all molecular structures and convert them to SMILES format.
US20140123456A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20140296183A1,<PDF> Extract all chemical structures from the document and provide their corresponding SMILES notations.
US20140378489A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20150005362A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
US20150012345A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20150017252A1,<PDF> Can you list the SMILES strings for every compound found in this file?
US20150017294A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20150030678A1,<PDF> Extract all chemical structures from this document and convert them into SMILES format.
US20150031700A1,"From <PDF>, list all chemical structures and provide their corresponding SMILES representations."
US20150031710A1,Extract all chemical structures from the provided <PDF> and convert them into SMILES notation.
US20150031716A1,"From <PDF>, identify all chemical structures and output their SMILES representations."
US20150031723A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20150031724A1,Identify all chemical structures in <PDF> and convert them into SMILES notation.
US20150031732A1,Identify all chemical structures in <PDF> and represent them as SMILES notation.
US20150031745A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20150031763A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20150031770A1,<PDF> Extract all chemical compounds from the document and provide their SMILES representations.
US20150031789A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20150031794A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20150037323A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20150037345A1,Can you extract and list all the molecular structures from <PDF> as SMILES strings?
US20150037394A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20150086564A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20150105321A1,"From <PDF>, identify all chemical structures and output their SMILES notations."
US20150105465A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20150209123A1,Can you provide the SMILES strings for every chemical structure found in <PDF>?
US20150232563A1,"From the provided <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
US20150232576A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20150232598A1,Identify all chemical structures in the <PDF> and convert them to SMILES notation.
US20150258133A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20150258146A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
US20150283299A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20150306121A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20150328253A1,<PDF> Can you provide the SMILES strings for every chemical compound found in this file?
US20150345678A1,Identify all chemical compounds in <PDF> and list their corresponding SMILES representations.
US20150366801A1,<PDF> Identify all chemical structures and provide their SMILES notation.
US20150366802A1,"From <PDF>, identify all chemical structures and output their SMILES notations."
US20150366803A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20150366806A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
US20150366809A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
US20150366810A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
US20150366817A1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES notations."
US20150366818A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20150366823A1,<PDF> Can you convert all chemical structures in this file to SMILES format?
US20150366845A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
US20150366889A1,<PDF> Identify all chemical compounds present and provide their corresponding SMILES notations.
US20150366890A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20150366898A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
US20150366899A1,<PDF> Can you extract and list the SMILES strings for every chemical compound present in this file?
US20150367890A1,"From the provided <PDF>, list all chemical structures found and convert them to SMILES notation."
US20150376115A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20150376269A1,<PDF> Locate all chemical structures in the document and provide their SMILES representations.
US20160002123A1,<PDF> Locate all molecular structures in the file and convert them to SMILES strings.
US20160002206A1,Identify all chemical structures in <PDF> and provide their SMILES representations.
US20160008339A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20160008345A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20160008456A1,Identify and extract all molecular structures from <PDF> and provide their corresponding SMILES notations.
US20160015812A1,<PDF> Extract all chemical structures from this document and provide their SMILES representations.
US20160015818A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
US20160015852A1,<PDF> List all chemical structures in the document as SMILES strings.
US20160015872A1,Identify all molecular structures in the <PDF> and output their corresponding SMILES notations.
US20160022678A1,Can you provide the SMILES strings for all chemical structures found in <PDF>?
US20160022690A1,Identify all molecular structures in <PDF> and provide their SMILES representations.
US20160030678A1,<PDF> Identify all chemical compounds present and represent them as SMILES strings.
US20160051505A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
US20160051522A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20160051530A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20160051542A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20160051560A1,Identify and extract all molecular structures from <PDF> in SMILES format.
US20160051567A1,Identify all chemical structures in <PDF> and represent them as SMILES notations.
US20160051573A1,<PDF> Extract all chemical compounds from the given document and provide their SMILES representations.
US20160051576A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
US20160051582A1,Can you extract and provide the SMILES strings for all chemical structures in <PDF>?
US20160051584A1,<PDF> List all chemical structures found in the file and convert them to SMILES notation.
US20160058789A1,<PDF> Convert all molecular structures found in the document to SMILES format.
US20160074421A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
US20160122345A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
US20160123456A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
US20160137605A1,<PDF> Identify all chemical structures and output their SMILES notation.
US20160143821A1,<PDF> Extract all chemical structures from the document and convert them into SMILES notation.
US20160143894A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
US20160143906A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
US20160143982A1,<PDF> Identify all chemical compounds and provide their corresponding SMILES notations.
US20160143983A1,<PDF> Identify all chemical structures in the document and convert them to SMILES format.
US20160143999A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20160151269A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
US20160158901A1,Identify all molecular structures in <PDF> and provide their SMILES notations.
US20160159832A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES strings.
US20160166632A1,<PDF> Extract the SMILES strings for every chemical structure present in this document.
US20160166655A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20160175423A1,Can you provide the SMILES strings for every chemical structure found in <PDF>?
US20160175432A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20160175457A1,Extract all chemical compounds from <PDF> and provide their SMILES representations.
US20160194369A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20160220645A1,"From the given <PDF>, list all chemical structures and provide their corresponding SMILES representations."
US20160234567A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES notations.
US20160235678A1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES representations."
US20160244489A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20160263102A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20160263103A1,<PDF> Identify all chemical structures in the PDF and convert them to SMILES notation.
US20160263106A1,"From the provided <PDF>, list all chemical structures and convert them to SMILES notation."
US20160263107A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20160263111A1,<PDF> Identify all molecular structures and output their SMILES representations.
US20160263119A1,Can you extract and provide the SMILES strings for all chemical structures in <PDF>?
US20160263121A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20160263122A1,<PDF> Can you list the SMILES strings for every chemical structure found in this file?
US20160263127A1,<PDF> Identify and extract all molecular structures in SMILES format.
US20160263129A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20160263130A1,<PDF> Extract all molecular structures from the document and provide their SMILES representations.
US20160263141A1,"From the provided <PDF>, extract all chemical structures and convert them into SMILES notation."
US20160263145A1,<PDF> Extract all chemical compounds listed and represent them as SMILES notation.
US20160263149A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20160263178A1,<PDF> Extract all chemical compounds from the file and provide their SMILES notations.
US20160263182A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES representations.
US20160263191A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20160263245A1,"From the <PDF> document, list all molecular structures and provide their corresponding SMILES representations."
US20160287506A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20160287531A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20160287541A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20160347790A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
US20170000987A1,<PDF> Extract all chemical structures from the document and provide their corresponding SMILES notations.
US20170008910A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20170008911A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
US20170008912A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
US20170008915A1,Identify and convert all molecular structures in <PDF> to their corresponding SMILES notations.
US20170008934A1,<PDF> Identify all chemical structures and output their SMILES notations.
US20170008936A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES strings.
US20170008962A1,Extract all chemical compounds from <PDF> and represent them as SMILES notation.
US20170008963A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20170008965A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
US20170008984A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20170008987A1,<PDF> Can you extract and list the SMILES strings for every chemical compound in this file?
US20170008994A1,<PDF> Identify and extract all molecular structures in SMILES format.
US20170022233A1,<PDF> Extract all chemical structures from the given document and provide their corresponding SMILES notations.
US20170022256A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
US20170022270A1,<PDF> List all chemical structures found in the PDF and provide their corresponding SMILES representations.
US20170022272A1,"From <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
US20170022273A1,<PDF> Identify all chemical compounds present and represent them as SMILES notations.
US20170022274A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170022275A1,<PDF> Identify and extract all molecular structures in SMILES format.
US20170022278A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES strings.
US20170022282A1,"From the given <PDF>, list all chemical structures and provide their corresponding SMILES representations."
US20170022284A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES representations."
US20170022285A1,<PDF> Can you provide the SMILES strings for every chemical compound found in this file?
US20170022287A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20170022289A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES notations.
US20170022291A1,<PDF> Identify all chemical structures depicted and convert them into SMILES notation.
US20170022292A1,<PDF> Can you extract and provide the SMILES strings for all chemical structures found in this file?
US20170022293A1,<PDF> List all the molecular structures found in the document and provide their corresponding SMILES representations.
US20170022294A1,Identify all chemical compounds in <PDF> and convert them to SMILES notation.
US20170022295A1,<PDF> Extract all chemical structures from this document and convert them to SMILES notation.
US20170022297A1,<PDF> Identify all molecules in the document and convert them to SMILES notation.
US20170022298A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170029552A1,Extract all molecular structures from <PDF> and provide their corresponding SMILES strings.
US20170035641A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20170035655A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170042878A1,Convert all molecular structures in <PDF> to their corresponding SMILES notations.
US20170042882A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES representations.
US20170042895A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20170079987A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170080002A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20170080013A1,<PDF> Extract all molecular structures present and represent them as SMILES notation.
US20170080056A1,Identify all chemical compounds in <PDF> and convert them to SMILES notation.
US20170080098A1,<PDF> Identify all chemical structures and output their SMILES notation.
US20170095403A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170095413A1,<PDF> Extract all chemical structures from the file and provide their SMILES representations.
US20170095418A1,<PDF> Extract all chemical structures from the file and provide their corresponding SMILES notations.
US20170095419A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170095423A1,<PDF> List all chemical structures found in the document and provide their corresponding SMILES representations.
US20170095532A1,"From <PDF>, list all molecular structures found and convert them to SMILES notation."
US20170112345A1,<PDF> Identify all chemical structures in this document and provide their corresponding SMILES notations.
US20170119861A1,"From the provided <PDF>, identify all molecular structures and convert them into SMILES format."
US20170119876A1,Identify and extract all molecular structures from <PDF> in SMILES format.
US20170119882A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
US20170123456A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20170145321A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES strings.
US20170216204A1,Can you provide the SMILES strings for every chemical structure found in <PDF>?
US20170216216A1,Identify all chemical compounds in <PDF> and provide their SMILES representations.
US20170216233A1,<PDF> Can you list the SMILES strings for every chemical compound found in this file?
US20170216234A1,<PDF> List all the molecular structures found in the document and provide their corresponding SMILES representations.
US20170216289A1,<PDF> Extract all chemical structures from the document and provide their SMILES representations.
US20170216296A1,<PDF> Locate all chemical structures in the file and provide their corresponding SMILES notations.
US20170216326A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20170224732A1,<PDF> Identify all chemical structures and convert them to SMILES notation.
US20170252345A1,<PDF> Extract all chemical compounds from the given document and provide their corresponding SMILES notations.
US20170266132A1,"From <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
US20170266177A1,<PDF> Identify all chemical structures and provide their SMILES representations.
US20170333418A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20170333456A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20170360841A1,"From <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
US20170360848A1,<PDF> Convert all chemical structures in this document to their corresponding SMILES strings.
US20180012345A1,<PDF> Extract all chemical structures from this document and convert them to SMILES notation.
US20180015104A1,"From the provided <PDF>, identify all molecular structures and provide their corresponding SMILES notations."
US20180015111A1,"From the <PDF>, identify all chemical structures and provide their SMILES notation."
US20180015112A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20180015115A1,<PDF> Extract the SMILES strings for all chemical structures present in this document.
US20180015121A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20180015123A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20180015125A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20180015129A1,<PDF> Extract all chemical compounds from the text and provide their corresponding SMILES representations.
US20180015139A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20180015141A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20180015145A1,"From <PDF>, identify all chemical structures and provide their SMILES notations."
US20180015156A1,Extract and list all the SMILES strings for the molecular structures found in <PDF>.
US20180015199A1,Can you extract and convert all chemical structures from <PDF> into SMILES notation?
US20180021392A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20180028642A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20180034567A1,<PDF> Can you list all the molecules in this file as SMILES strings?
US20180110790A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20180125805A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20180125876A1,"From the given <PDF>, list all chemical structures and provide their corresponding SMILES notations."
US20180125891A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20180125894A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20180125898A1,<PDF> Identify all molecular structures and provide their corresponding SMILES notations.
US20180134791A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20180147245A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
US20180147258A1,<PDF> Identify and extract all molecular structures in the document and provide their SMILES notation.
US20180169207A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20180207177A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20180214405A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES strings.
US20180214425A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
US20180214431A1,Convert all molecular structures in <PDF> into their corresponding SMILES strings.
US20180221345A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20180221356A1,<PDF> Extract all chemical structures from this document and provide their corresponding SMILES notations.
US20180221363A1,<PDF> Identify all chemical structures in the document and convert them to SMILES notation.
US20180221366A1,<PDF> Extract all chemical structures from this document and provide their SMILES representations.
US20180243210A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20180243218A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20180243241A1,<PDF> Can you list all the SMILES strings for the chemical structures found in this file?
US20180243248A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20180243256A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20180243258A1,<PDF> Extract all chemical compounds from the file and provide their corresponding SMILES notations.
US20180243271A1,<PDF> List all molecular structures in the document as SMILES strings.
US20180250261A1,Identify and extract all molecular structures from <PDF> in SMILES format.
US20180250275A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20180312567A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20180318225A1,<PDF> Can you list all the molecules in this file as SMILES strings?
US20180327411A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
US20180327456A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
US20180327496A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20180344678A1,"From the given <PDF>, identify all chemical structures and provide their corresponding SMILES notations."
US20190008941A1,<PDF> Identify all chemical structures and output their SMILES notations.
US20190015432A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190015447A1,Can you provide the SMILES strings for every chemical structure found in <PDF>?
US20190015467A1,Identify all chemical compounds in <PDF> and output their corresponding SMILES notations.
US20190015469A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20190015470A1,<PDF> Identify all chemical structures and output their SMILES notations.
US20190015484A1,Identify all chemical structures in <PDF> and represent them as SMILES notations.
US20190015512A1,Identify all chemical compounds in <PDF> and provide their SMILES representations.
US20190022145A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES notations.
US20190022183A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190022233A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190022234A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
US20190022241A1,<PDF> Identify and output all molecular structures in SMILES format.
US20190022245A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20190022247A1,Identify all chemical compounds in <PDF> and represent them as SMILES notations.
US20190022248A1,<PDF> Extract the chemical structures from the document and provide their corresponding SMILES representations.
US20190022256A1,<PDF> Locate all chemical structures in the file and convert them to SMILES notation.
US20190022281A1,"From the provided <PDF>, identify all chemical structures and output them as SMILES notations."
US20190022283A1,"From the given <PDF>, list all chemical structures and provide their corresponding SMILES representations."
US20190022284A1,"From <PDF>, list all chemical structures found and provide their corresponding SMILES notations."
US20190022289A1,<PDF> Identify all chemical structures and convert them into SMILES notation.
US20190022291A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20190022345A1,Identify and extract all molecular structures from <PDF> and provide their SMILES representations.
US20190030045A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20190030145A1,Identify all chemical structures in <PDF> and list their corresponding SMILES representations.
US20190038614A1,<PDF> Extract all chemical compounds from the file and provide their SMILES notations.
US20190038615A1,<PDF> Identify and convert all molecular structures into SMILES notation.
US20190038624A1,Identify all chemical compounds in <PDF> and represent them as SMILES notation.
US20190038642A1,<PDF> Extract all molecular structures from the file and convert them into SMILES notation.
US20190038645A1,Identify and convert all molecular structures in <PDF> to SMILES notation.
US20190038654A1,Identify all chemical structures in <PDF> and output their corresponding SMILES notations.
US20190038672A1,Identify all chemical compounds in <PDF> and provide their corresponding SMILES notations.
US20190045678A1,Extract all chemical structures from <PDF> and provide their corresponding SMILES notations.
US20190056789A1,Identify all chemical compounds in <PDF> and provide their SMILES representations.
US20190060567A1,Identify all molecular structures in <PDF> and convert them to SMILES notation.
US20190112345A1,<PDF> Identify all chemical structures and provide their SMILES notations.
US20190125741A1,Identify all chemical structures in <PDF> and provide their corresponding SMILES representations.
US20190125775A1,<PDF> Identify all chemical structures and output their SMILES representations.
US20190125783A1,Identify all molecular structures in <PDF> and provide their corresponding SMILES notations.
US20190125788A1,Identify all chemical structures in <PDF> and provide their SMILES notations.
US20190125789A1,"From <PDF>, extract all chemical structures and provide their corresponding SMILES notations."
US20190125793A1,<PDF> Extract all chemical compounds from the file and provide their SMILES representations.
US20190125794A1,Identify all chemical structures in <PDF> and convert them to SMILES notation.
US20190125799A1,Extract all chemical compounds from <PDF> and provide their corresponding SMILES representations.
US20190125885A1,Identify all molecular structures in <PDF> and provide their SMILES notations.
