Patent ID,Generated Question
EP6789012A1,Is the molecule represented by this SMILES string a core structure?
US10251899B2,Does this SMILES string represent a core molecular structure?
US10512645B2,Is the given SMILES string indicative of a fundamental molecular scaffold?
US20100015235A1,Does the SMILES string represent a fundamental scaffold in medicinal chemistry?
US20130267547A1,Examine this SMILES string and identify whether it represents a core structure.
US20140018491A1,Is the molecule represented by this SMILES string a core structure?
US20140045678A1,Is this SMILES string representative of a fundamental molecular framework?
US20140045849A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20140045876A1,Is this SMILES compound classified as a fundamental core structure?
US20140045888A1,Is this SMILES string describing a fundamental molecular scaffold?
US20140057960A1,Does the SMILES string represent a molecule with a central bioactive scaffold?
US20140073642A1,Is the molecule described by this SMILES string a fundamental structural scaffold?
US20140073657A1,Does the given SMILES represent a core molecular structure?
US20140088085A1,Is the molecule represented by this SMILES string classified as a core structure?
US20140088090A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20140107102A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20140107162A1,Does this SMILES string represent a molecular core structure?
US20140123456A1,Is this SMILES string describing a fundamental molecular scaffold?
US20140296183A1,Is this SMILES string representing a fundamental molecular scaffold?
US20140378489A1,Is the molecular structure represented by this SMILES a fundamental scaffold?
US20150005362A1,Examine this SMILES string and assess whether it represents a core structure.
US20150012345A1,Is the molecule described by this SMILES string a fundamental structural scaffold?
US20150017252A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20150017294A1,Is this SMILES string describing a fundamental molecular scaffold?
US20150030678A1,Is the molecule represented by this SMILES string considered a fundamental core structure?
US20150031700A1,Is the chemical structure represented by this SMILES a central scaffold?
US20150031710A1,Is the given SMILES string representative of a core molecular structure?
US20150031716A1,Is the molecule described by this SMILES string a fundamental structural framework?
US20150031723A1,"Given the SMILES string, does this structure represent a fundamental molecular scaffold?"
US20150031724A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20150031732A1,Does this SMILES string represent a core molecular framework?
US20150031745A1,Is this SMILES string describing a fundamental molecular scaffold?
US20150031763A1,Is this SMILES string representative of a fundamental molecular framework?
US20150031770A1,Is the molecule represented by the SMILES string a fundamental structural scaffold?
US20150031789A1,Is this SMILES string considered a core molecular framework?
US20150031794A1,Is the molecule represented by this SMILES string a core structure?
US20150037323A1,Is this SMILES string describing a fundamental molecular framework?
US20150037345A1,Is the structure represented by this SMILES considered a core scaffold?
US20150037394A1,Is this SMILES structure considered a fundamental molecular framework?
US20150086564A1,Is the molecule represented by this SMILES string a core structure?
US20150105321A1,Is this SMILES string representative of a molecular scaffold?
US20150105465A1,Is this SMILES string characteristic of a fundamental molecular scaffold?
US20150209123A1,Is this SMILES string representing a fundamental molecular scaffold?
US20150232563A1,Does the SMILES string represent a core molecular structure?
US20150232576A1,Is this SMILES structure considered a fundamental molecular framework?
US20150232598A1,Does this SMILES represent a core molecular structure?
US20150258133A1,Does the SMILES string represent a fundamental core structure?
US20150258146A1,Is this SMILES string representative of a fundamental molecular framework?
US20150283299A1,Is this SMILES string representative of a fundamental molecular framework?
US20150306121A1,Does the SMILES string represent a fundamental molecular scaffold?
US20150328253A1,Is this SMILES structure considered a fundamental molecular framework?
US20150345678A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20150366801A1,Is this SMILES structure considered a fundamental molecular framework?
US20150366802A1,Is this SMILES structure considered a fundamental molecular framework?
US20150366803A1,Does the SMILES string represent a core molecular structure?
US20150366806A1,Is this SMILES structure considered a fundamental molecular framework?
US20150366809A1,Is this SMILES string considered a fundamental molecular framework?
US20150366810A1,Does this SMILES string describe a fundamental molecular scaffold?
US20150366817A1,Is this SMILES string representative of a molecular core framework?
US20150366818A1,Is this SMILES string representative of a fundamental molecular scaffold?
US20150366823A1,Does this SMILES string represent a molecular core structure?
US20150366845A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20150366889A1,Is this SMILES structure considered a fundamental framework?
US20150366890A1,Is the given SMILES string describing a fundamental scaffold structure?
US20150366898A1,Is this SMILES structure considered a fundamental core framework?
US20150366899A1,Is this SMILES string considered a fundamental molecular framework?
US20150367890A1,Is the molecule represented by this SMILES string a core framework?
US20150376115A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20150376269A1,Does this SMILES represent a core scaffold structure?
US20160002123A1,Is this SMILES structure considered a core molecular framework?
US20160002206A1,Does the SMILES string represent a central scaffold in drug design?
US20160008339A1,Is this SMILES string representative of a core molecular framework?
US20160008345A1,Is the molecule described by this SMILES string a fundamental scaffold structure?
US20160008456A1,Does the given SMILES represent a core molecular structure?
US20160015812A1,Is this SMILES string representative of a fundamental molecular framework?
US20160015818A1,Is this SMILES string characteristic of a fundamental molecular scaffold?
US20160015833A1,Does this SMILES string represent a molecular core structure?
US20160015852A1,Is the molecule represented by this SMILES a core structure?
US20160015872A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20160022678A1,Does the SMILES string represent a core molecular structure?
US20160022690A1,Is the chemical structure represented by this SMILES a fundamental scaffold in drug design?
US20160030678A1,Does this SMILES string represent a molecular core structure?
US20160051505A1,Is this SMILES string representing a central molecular framework?
US20160051522A1,Is the molecule represented by this SMILES string classified as a core structure?
US20160051530A1,Is the molecule represented by this SMILES string a fundamental scaffold?
US20160051542A1,Is this SMILES string representative of a core molecular structure?
US20160051560A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20160051567A1,Is the molecule represented by this SMILES string a core structure?
US20160051573A1,Is the molecule represented by this SMILES string considered a core structure?
US20160051576A1,Is this SMILES structure considered a fundamental molecular framework?
US20160051582A1,Is this SMILES string describing a fundamental molecular scaffold?
US20160051584A1,"Given the SMILES string, does this structure represent a fundamental molecular scaffold?"
US20160058789A1,Does the given SMILES represent a core molecular structure?
US20160074421A1,Does the given SMILES represent a core molecular structure?
US20160122345A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20160123456A1,Is the compound represented by this SMILES string a fundamental bioactive scaffold?
US20160137605A1,Is this SMILES structure considered a fundamental core framework?
US20160143821A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20160143894A1,Evaluate this SMILES string and identify whether it represents a core structure.
US20160143906A1,Does the SMILES string represent a central scaffold in molecular structures?
US20160143982A1,Is this SMILES string describing a fundamental molecular scaffold?
US20160143983A1,Does this SMILES string represent a molecular core structure?
US20160143999A1,Is this SMILES string describing a fundamental molecular scaffold?
US20160151269A1,Is this SMILES string representative of a core molecular framework?
US20160158901A1,Is the compound represented by this SMILES string classified as a core structure?
US20160159832A1,Is this SMILES string considered a fundamental molecular framework?
US20160166632A1,Evaluate this SMILES string and identify whether it represents a core structure.
US20160175423A1,Is this SMILES compound classified as a core structure?
US20160175432A1,Is the molecule represented by this SMILES string a core structure?
US20160175457A1,"Given the SMILES notation, does this structure represent a core molecule?"
US20160194369A1,Does the SMILES string represent a core scaffold structure?
US20160220645A1,Is the molecule represented by this SMILES string a core structure?
US20160234567A1,Does the given SMILES represent a core molecular structure?
US20160235678A1,Is this SMILES compound considered a fundamental structural framework?
US20160243212A1,Does the given SMILES represent a core molecular structure?
US20160244489A1,Does this SMILES string represent a molecular core structure?
US20160263102A1,Does the SMILES string represent a core molecular structure?
US20160263103A1,Is this SMILES string describing a fundamental molecular scaffold?
US20160263105A1,"Given the SMILES representation, does this structure qualify as a core scaffold?"
US20160263106A1,Is this SMILES string representative of a core molecular structure?
US20160263107A1,Examine the given SMILES string and identify whether it represents a core molecular structure.
US20160263111A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20160263119A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20160263121A1,"Given the SMILES string, does this molecule represent a core structure?"
US20160263122A1,Does the given SMILES represent a core molecular structure?
US20160263127A1,Is this SMILES string describing a fundamental molecular scaffold?
US20160263129A1,Does the SMILES string represent a molecular core structure?
US20160263130A1,Does the SMILES string represent a core molecular structure?
US20160263141A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20160263145A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20160263149A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20160263178A1,Is the molecule represented by this SMILES string considered a core structure?
US20160263182A1,Is this SMILES string describing a fundamental chemical scaffold?
US20160263191A1,Is this SMILES string representative of a fundamental molecular framework?
US20160287506A1,Is this SMILES string representing a fundamental molecular scaffold?
US20160287541A1,Does this SMILES string represent a core molecular framework?
US20160347790A1,Does this SMILES represent a core molecular structure?
US20170000987A1,Is this SMILES string considered a fundamental molecular framework?
US20170008910A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20170008911A1,Is the given SMILES string a fundamental structural scaffold?
US20170008912A1,Does the SMILES string represent a core molecular structure?
US20170008915A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170008934A1,Is this SMILES string representative of a fundamental molecular framework?
US20170008936A1,Is the molecule represented by this SMILES string a core structure?
US20170008945A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170008962A1,Does the given SMILES string represent a core molecular structure?
US20170008963A1,Does the SMILES string represent a core molecular structure?
US20170008965A1,Does the SMILES string represent a molecular core structure?
US20170008984A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20170008987A1,Is this SMILES string characteristic of a fundamental molecular scaffold?
US20170008994A1,Is this SMILES compound considered a fundamental framework in medicinal chemistry?
US20170022233A1,Is the molecule represented by this SMILES string classified as a core structure?
US20170022234A1,Is this SMILES string indicative of a fundamental molecular scaffold?
US20170022244A1,Is this SMILES string considered a fundamental molecular framework?
US20170022245A1,Is this SMILES structure considered a fundamental core motif?
US20170022256A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20170022270A1,Does this SMILES string represent a core molecular framework?
US20170022272A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20170022273A1,Is the given SMILES string a fundamental molecular scaffold?
US20170022274A1,Is this SMILES string describing a fundamental molecular scaffold?
US20170022275A1,Is this SMILES string considered a fundamental molecular framework?
US20170022276A1,Is the SMILES string describing a fundamental molecular scaffold?
US20170022278A1,Is the molecule represented by this SMILES string a fundamental structural scaffold?
US20170022282A1,Does this SMILES string represent a fundamental molecular framework?
US20170022284A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170022285A1,Does the SMILES string represent a central scaffold in drug design?
US20170022287A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170022289A1,Examine this SMILES and identify whether it represents a core structure.
US20170022291A1,Is this SMILES structure considered a fundamental molecular framework?
US20170022292A1,Is this SMILES string describing a fundamental molecular framework?
US20170022293A1,Does the SMILES string represent a core molecular framework?
US20170022294A1,"Given the SMILES string, does this molecule represent a fundamental scaffold?"
US20170022295A1,Is this SMILES string considered a fundamental molecular framework?
US20170022297A1,Is the molecule represented by this SMILES string a fundamental structural scaffold?
US20170022298A1,"Given the SMILES string, does this structure represent a core molecule?"
US20170029552A1,Is the molecule represented by this SMILES string classified as a core structure?
US20170035641A1,Does this SMILES represent a core molecular structure?
US20170035655A1,Is this SMILES string representative of a core molecular framework?
US20170042878A1,Examine the given SMILES and identify whether it represents a core structure.
US20170042882A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170042895A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170079987A1,"Given the SMILES string, does this molecule represent a fundamental core structure?"
US20170080002A1,Is this SMILES structure considered a fundamental molecular framework?
US20170080013A1,Is this SMILES string considered a fundamental molecular framework?
US20170080056A1,Examine this SMILES string and identify whether it represents a core molecular structure.
US20170080098A1,Is this SMILES structure considered a fundamental framework?
US20170095403A1,Does the SMILES string represent a molecule with a core structural motif?
US20170095413A1,Is the molecule represented by this SMILES string a core structure?
US20170095418A1,Is this SMILES compound considered a fundamental framework?
US20170095419A1,Is this SMILES structure considered a fundamental molecular framework?
US20170095423A1,Is the SMILES string indicative of a molecular core structure?
US20170095532A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20170112345A1,Is this SMILES structure considered a fundamental molecular framework?
US20170119861A1,Is this SMILES string representative of a fundamental molecular framework?
US20170119876A1,Is this SMILES compound considered a fundamental framework in molecular design?
US20170119882A1,Does the SMILES string represent a fundamental scaffold structure?
US20170123456A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20170145321A1,Is the structure represented by this SMILES a central bioactive scaffold?
US20170216204A1,Is the given SMILES string indicative of a fundamental molecular scaffold?
US20170216216A1,Is the structure represented by this SMILES a key scaffold in drug design?
US20170216233A1,Is the molecule described by this SMILES string a fundamental structural scaffold?
US20170216234A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20170216289A1,Is the molecule represented by this SMILES string a fundamental structural framework?
US20170216296A1,Is the molecule represented by this SMILES string classified as a core structure?
US20170216326A1,Does this SMILES string represent a molecular core structure?
US20170224732A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170231999A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20170252345A1,Is this SMILES structure considered a fundamental framework?
US20170266132A1,Is this SMILES string describing a fundamental molecular scaffold?
US20170266177A1,Does the SMILES string represent a fundamental scaffold structure?
US20170333418A1,Does this SMILES represent a central scaffold in drug design?
US20170333456A1,Is this SMILES structure considered a fundamental molecular framework?
US20170360841A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20170360848A1,Examine the given SMILES and identify whether it represents a fundamental core structure.
US20180012345A1,Does this SMILES represent a molecular scaffold structure?
US20180015104A1,Is this SMILES string representative of a fundamental molecular framework?
US20180015111A1,Is the compound represented by this SMILES string a central bioactive scaffold?
US20180015112A1,Is this SMILES structure considered a fundamental molecular framework?
US20180015115A1,Does this SMILES represent a core molecular structure?
US20180015121A1,Is this SMILES string representative of a fundamental molecular framework?
US20180015123A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20180015125A1,Examine this SMILES string and identify whether it represents a core molecular structure.
US20180015129A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20180015139A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20180015141A1,Is this SMILES structure considered a fundamental molecular framework?
US20180015145A1,Does this SMILES string represent a core molecular framework?
US20180015156A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20180015199A1,Examine this SMILES string and identify whether it represents a core molecular structure.
US20180021345A1,Examine this SMILES string and identify whether it represents a core structure.
US20180021392A1,Does this SMILES string represent a molecular core structure?
US20180028642A1,Is the SMILES structure representative of a fundamental core scaffold?
US20180034567A1,Is this SMILES string considered a fundamental molecular framework?
US20180110790A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20180125805A1,"Given the SMILES representation, does this structure qualify as a core molecule?"
US20180125876A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20180125891A1,Is this SMILES string considered a fundamental molecular framework?
US20180125894A1,Does the SMILES string represent a core molecular framework?
US20180125898A1,Does this SMILES represent a scaffold structure in drug design?
US20180134791A1,Examine this SMILES string and identify whether it represents a core structure.
US20180147245A1,Is the SMILES string representing a molecule with a core scaffold structure?
US20180147258A1,"Given the SMILES string, does this structure represent a fundamental scaffold?"
US20180169207A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20180207177A1,Examine the given SMILES and assess whether it represents a core molecular framework.
US20180214405A1,Is this SMILES string representative of a core molecular framework?
US20180214425A1,Is this SMILES string describing a fundamental molecular scaffold?
US20180214431A1,Is this SMILES string representing a fundamental molecular scaffold?
US20180221345A1,Is this SMILES string representative of a fundamental molecular framework?
US20180221356A1,"Given the SMILES notation, does this structure represent a core molecular framework?"
US20180221363A1,Is the molecule represented by this SMILES string a fundamental structural scaffold?
US20180221366A1,Is the molecule represented by this SMILES string classified as a core structure?
US20180243210A1,Does this SMILES string represent a molecular core structure?
US20180243218A1,Is this SMILES string representative of a fundamental core structure?
US20180243241A1,Does the given SMILES represent a core molecular structure?
US20180243248A1,Does the SMILES string represent a core molecular structure?
US20180243256A1,Is this SMILES string representative of a molecular core structure?
US20180243258A1,Is this SMILES compound classified as a core structure?
US20180243271A1,Does the SMILES string represent a central scaffold structure?
US20180250261A1,Is this SMILES structure considered a fundamental core framework?
US20180250275A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20180312567A1,Is this SMILES string describing a fundamental molecular scaffold?
US20180318225A1,Is the molecule represented by this SMILES string classified as a core structure?
US20180327411A1,Is this SMILES string describing a fundamental molecular scaffold?
US20180327456A1,Does the SMILES string represent a fundamental molecular framework?
US20180327496A1,Is this SMILES string considered a fundamental molecular framework?
US20180344678A1,Is the given SMILES string indicative of a fundamental chemical scaffold?
US20190008941A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190015432A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190015447A1,Does this SMILES string represent a fundamental molecular scaffold?
US20190015469A1,Does the SMILES string represent a fundamental molecular scaffold?
US20190015470A1,Does this SMILES represent a central scaffold structure?
US20190015484A1,Is this SMILES string representing a fundamental molecular scaffold?
US20190015512A1,Is the molecule represented by this SMILES string considered a fundamental framework?
US20190022145A1,Is the molecule represented by this SMILES string a core structure?
US20190022183A1,Is this SMILES string representative of a fundamental molecular framework?
US20190022233A1,Is the SMILES string describing a fundamental structural scaffold?
US20190022234A1,Does the SMILES string represent a core molecular scaffold?
US20190022241A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20190022245A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190022247A1,Does this SMILES string represent a molecular core structure?
US20190022248A1,Is this SMILES string considered a fundamental molecular framework?
US20190022256A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20190022281A1,Does this SMILES represent a central scaffold structure?
US20190022283A1,Is this SMILES string considered a fundamental structural framework?
US20190022284A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190022289A1,Does this SMILES string represent a core molecular scaffold?
US20190022291A1,Is this SMILES structure considered a fundamental molecular framework?
US20190022345A1,Is this SMILES string representative of a core molecular structure?
US20190030045A1,Is the molecule represented by this SMILES string considered a fundamental core structure?
US20190030145A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190038614A1,Does the SMILES string represent a core molecular structure?
US20190038615A1,Is this SMILES string representative of a core molecular framework?
US20190038624A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190038642A1,Does the SMILES string represent a fundamental scaffold structure?
US20190038645A1,Is this SMILES string representing a fundamental molecular scaffold?
US20190038654A1,Is the structure represented by the SMILES a fundamental molecular scaffold?
US20190038672A1,Is the molecule represented by this SMILES string a core structure?
US20190045678A1,Does the SMILES string represent a central scaffold in medicinal chemistry?
US20190056789A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190060567A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190112345A1,Is this SMILES string representative of a fundamental molecular framework?
US20190125741A1,Is this SMILES compound classified as a core structure?
US20190125775A1,Does the SMILES string represent a core molecular structure?
US20190125783A1,Is this SMILES structure considered a fundamental molecular framework?
US20190125788A1,Does the given SMILES represent a central or scaffold structure?
US20190125789A1,Is this SMILES string representative of a core molecular structure?
US20190125793A1,Is this SMILES string representative of a fundamental molecular framework?
US20190125794A1,Examine this SMILES string and identify if it represents a core structure.
US20190125799A1,Is the molecule represented by this SMILES string a core structure?
US20190125885A1,Is the chemical structure represented by this SMILES string a central bioactive scaffold?
US20190134012A1,Does the molecule represented by this SMILES string have a core structural motif?
US20190142876A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190151294A1,Is the chemical structure represented by this SMILES a fundamental scaffold?
US20190151309A1,Does this SMILES string represent a molecular core structure?
US20190151350A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190151399A1,Is the SMILES string representative of a molecular core structure?
US20190216819A1,Examine this SMILES string and identify whether it represents a core molecular structure.
US20190216822A1,Is this SMILES structure considered a fundamental molecular framework?
US20190216832A1,Is this SMILES compound representative of a fundamental structural framework?
US20190233456A1,Does the SMILES string represent a molecular scaffold?
US20190233765A1,"Given the SMILES string, does this structure represent a fundamental molecular framework?"
US20190234567A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190255001A1,Does the given SMILES string represent a core molecular structure?
US20190255012A1,Is this SMILES string representative of a core molecular structure?
US20190255039A1,"Given the SMILES string, does this represent a fundamental molecular scaffold?"
US20190255231A1,Does this SMILES string represent a fundamental molecular scaffold?
US20190255245A1,Does the SMILES string represent a core molecular structure?
US20190262231A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190262321A1,Is the molecule described by this SMILES string a fundamental structural scaffold?
US20190262351A1,Is the molecule represented by this SMILES string considered a core structure?
US20190262391A1,Is this SMILES string representing a fundamental molecular scaffold?
US20190262394A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20190262395A1,Examine the given SMILES and assess whether it represents a fundamental scaffold.
US20190262399A1,Does this SMILES string represent a fundamental molecular scaffold?
US20190282613A1,Is this SMILES structure considered a core framework in medicinal chemistry?
US20190282614A1,Is this SMILES string representing a fundamental molecular scaffold?
US20190282615A1,Does the SMILES string represent a core molecular structure?
US20190282633A1,Does this SMILES string represent a core molecular framework?
US20190282634A1,Does this SMILES string represent a molecular core structure?
US20190282639A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190282645A1,Is the molecule represented by this SMILES string a core structure?
US20190282673A1,Does the given SMILES string represent a fundamental molecular scaffold?
US20190282674A1,"Given the SMILES string, does this molecule represent a core structure?"
US20190282691A1,Is this SMILES compound considered a core framework in medicinal chemistry?
US20190290678A1,Does the SMILES string represent a fundamental scaffold structure?
US20190290842A1,Does the SMILES string represent a core molecular scaffold?
US20190290872A1,"Given the SMILES string, does this molecule represent a core structure?"
US20190290876A1,Is this SMILES structure considered a core molecular framework?
US20190292234A1,Is this SMILES structure considered a fundamental framework in medicinal chemistry?
US20190314356A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20190321456A1,Is the molecule represented by this SMILES string a core structure?
US20190343776A1,Is the molecular structure represented by this SMILES a fundamental scaffold?
US20190343804A1,Does the SMILES string represent a molecule with a core scaffold?
US20190343807A1,Is this SMILES string considered a fundamental molecular framework?
US20190343809A1,Does the SMILES string represent a central molecular scaffold?
US20190343821A1,Does the SMILES string represent a core molecular structure?
US20190343829A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190343833A1,Is the molecule represented by this SMILES string a fundamental structural framework?
US20190343836A1,Is this SMILES compound classified as a core framework?
US20190343850A1,Is this SMILES string representative of a fundamental molecular framework?
US20190343861A1,Is the molecule represented by this SMILES string a fundamental core structure?
US20190343874A1,Is this SMILES compound classified as a core molecular framework?
US20190343881A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20190343882A1,Is this SMILES string describing a fundamental molecular scaffold?
US20190351023A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20190375842A1,Is the molecule represented by this SMILES string a core structure?
US20190375892A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20200016214A1,Is this SMILES string describing a fundamental molecular scaffold?
US20200016249A1,Is this SMILES string representative of a fundamental molecular framework?
US20200016263A1,Is this SMILES string indicative of a fundamental molecular scaffold?
US20200016281A1,"Given the SMILES string, does this molecule represent a fundamental core structure?"
US20200016285A1,Is this SMILES structure considered a fundamental molecular framework?
US20200016287A1,Is this SMILES structure considered a fundamental core framework?
US20200030456A1,Is the molecule represented by this SMILES string classified as a core structure?
US20200038448A1,Does this SMILES string represent a core molecular framework?
US20200040056A1,Is this SMILES string considered a fundamental molecular framework?
US20200040091A1,Is this SMILES structure considered a core framework in medicinal chemistry?
US20200078901A1,Is this SMILES string describing a fundamental molecular scaffold?
US20200123456A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20200138947A1,Is this SMILES structure considered a fundamental framework?
US20200138969A1,Is this SMILES string representative of a fundamental molecular framework?
US20200138987A1,Does the given SMILES represent a core molecular structure?
US20200230218A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20200254007A1,Does the SMILES string represent a fundamental scaffold structure?
US20200254012A1,Examine this SMILES string and identify whether it represents a core molecular framework.
US20200254052A1,Is the molecule represented by this SMILES string considered a fundamental core structure?
US20200254088A1,Is the molecule represented by this SMILES string a core structure?
US20210002359A1,Is the chemical structure represented by this SMILES considered a core scaffold?
US20210002391A1,Is the given SMILES string describing a fundamental molecular scaffold?
US20210015847A1,Does this SMILES string represent a fundamental molecular scaffold?
US20210052321A1,Examine the given SMILES string and assess whether it represents a fundamental core structure.
US20210077321A1,Is this SMILES compound considered a fundamental framework in drug design?
US20210077345A1,Is this SMILES string representative of a molecular core structure?
US20210123456A1,Does the molecule represented by this SMILES string qualify as a core structure?
US20210228671A1,Does this SMILES represent a molecular scaffold structure?
US20220054321A1,Does this SMILES string represent a core molecular scaffold?
US3210987B2,Does the SMILES string represent a molecular core structure?
US3210987G1,Examine the given SMILES and identify whether it represents a core molecular framework.
US6543210A1,Is this SMILES structure considered a fundamental molecular framework?
US6543210B1,Does the molecule represented by this SMILES string qualify as a core structure?
US6543210E1,Does the SMILES string represent a fundamental scaffold structure?
US7654321B2,Does the SMILES string represent a molecular scaffold structure?
US7654321D1,Does this SMILES represent a core molecular structure?
US7890123B2,Does this SMILES string represent a molecular core structure?
US8765432A1,Is the compound represented by this SMILES string a central bioactive scaffold?
US8765432B1,Examine the given SMILES string and identify whether it represents a core molecular framework.
US8765432B2,Does this SMILES string represent a fundamental molecular scaffold?
US8765432C1,Does this SMILES string represent a fundamental molecular framework?
US8765432C2,Does the molecule represented by this SMILES string form a core scaffold?
US8765432D1,Is this SMILES string describing a fundamental molecular scaffold?
US8901234F1,Is this SMILES string considered a fundamental molecular framework?
US9872923B2,Does the SMILES string represent a central scaffold structure in drug design?
US9874563B2,Is this SMILES string considered a fundamental molecular framework?
US9876543B2,Does the molecule represented by this SMILES string qualify as a core structure?
US9876543C1,Is this SMILES string representative of a core molecular framework?
US9876543D2,Is this SMILES string representing a fundamental molecular scaffold?
WO2010107569A1,Is the molecule represented by this SMILES string a core structure?
WO2010107569A2,Is this SMILES structure considered a fundamental molecular framework?
WO2013177228A1,Does the SMILES string represent a central scaffold in drug design?
WO2014144766A1,Is this SMILES string representative of a fundamental molecular framework?
WO2014151624A1,Is this SMILES string describing a fundamental molecular scaffold?
WO2014159867A1,Is the given SMILES string indicative of a fundamental molecular scaffold?
WO2014160705A1,Is the given SMILES string indicative of a fundamental molecular scaffold?
WO2014165136A1,Is this SMILES string representative of a core molecular structure?
WO2014197632A1,Is this SMILES string describing a fundamental molecular scaffold?
WO2014197643A1,Is the molecule represented by this SMILES string a core structure?
WO2015100345A1,Is this SMILES string representative of a fundamental molecular scaffold?
WO2015100421A1,Does the SMILES string represent a core molecular structure?
WO2015100423A1,Is the molecule represented by this SMILES string a fundamental core structure?
WO2015100426A1,Does the molecule represented by this SMILES string have a core structure?
WO2015103456A1,Is this SMILES string considered a fundamental molecular framework?
WO2015112602A1,Is the molecule represented by this SMILES a fundamental scaffold structure?
WO2015116723A1,Is the molecule represented by this SMILES string classified as a core structure?
WO2015120074A1,Is the molecule represented by this SMILES string a core structural scaffold?
WO2015120123A1,Is the molecule represented by this SMILES string considered a core structure?
WO2015120234A1,Does this SMILES string represent a molecular core structure?
WO2015120278A1,Does the SMILES string represent a core molecular structure?
WO2015121234A1,Does this SMILES represent a core molecular structure?
WO2015123210A1,Does the SMILES string represent a core molecular structure?
WO2015123367A1,"Given the SMILES string, does this structure represent a core molecule?"
WO2015123456A1,Is the structure represented by this SMILES considered a central scaffold in drug design?
WO2015123486A1,Is the given SMILES string indicative of a fundamental molecular scaffold?
WO2015127235A1,Is the SMILES string representing a fundamental molecular scaffold?
WO2015127236A1,Does the molecule represented by this SMILES string qualify as a core structure?
WO2015161052A1,Is the molecule represented by this SMILES string a fundamental core structure?
WO2015164521A1,Does the molecule represented by this SMILES string qualify as a core structure?
WO2015168072A1,Does the SMILES string represent a molecular core structure?
WO2016011055A1,Does the molecule represented by this SMILES string qualify as a core structure?
WO2016014567A1,Is this SMILES string representative of a fundamental molecular scaffold?
