Patent ID,Generated Question
EP3251698A1,<IMG> What is the SMILES representation of the molecule shown in EP3251698A1?
EP3252079A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent EP3252079A1.
EP3252121A1,<IMG> What is the SMILES representation of the compound depicted in patent EP3252121A1?
EP3252123A1,<IMG> Retrieve the SMILES notation for the molecule depicted in the image from patent EP3252123A1.
EP3252145A1,<IMG> What is the SMILES notation for the compound illustrated in patent EP3252145A1?
EP3253401A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent EP3253401A1.
EP3254643A1,<IMG> Convert the chemical structure in EP3254643A1 to its corresponding SMILES notation.
EP3254651A1,<IMG> What is the SMILES representation of the chemical structure displayed in patent EP3254651A1?
EP3254657A1,<IMG> Identify the chemical structure in EP3254657A1 and provide its SMILES notation.
EP3254658A1,<IMG> What is the SMILES representation of the compound depicted in EP3254658A1?
EP3254661A1,<IMG> What is the SMILES notation for the chemical structure shown in EP3254661A1?
EP3254667A1,<IMG> What is the SMILES string for the compound displayed in EP3254667A1?
EP3254678B1,<IMG> What is the SMILES representation of the molecule shown in patent EP3254678B1?
EP3254689A1,<IMG> Provide the SMILES notation for the molecule shown in EP3254689A1.
EP3255061A1,<IMG> Provide the SMILES representation for the compound shown in EP3255061A1.
EP3255066A1,<IMG> What is the SMILES representation of the compound depicted in EP3255066A1?
EP3257896A1,<IMG> What is the SMILES representation of the molecule shown in EP3257896A1?
EP3287092A1,<IMG> What is the SMILES representation of the compound depicted in patent EP3287092A1?
EP3287098A1,<IMG> What is the SMILES representation of the compound displayed in EP3287098A1?
EP3287108A1,<IMG> Provide the SMILES notation for the molecule shown in patent EP3287108A1.
EP3287109A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent EP3287109A1.
EP3287114A1,<IMG> What is the SMILES representation of the molecule shown in EP3287114A1?
EP3287121A1,<IMG> Convert the molecule depicted in EP3287121A1 to its SMILES notation.
EP3287123A1,<IMG> What is the SMILES notation for the molecule shown in the image from patent EP3287123A1?
EP3287124A1,<IMG> What is the SMILES notation for the molecule shown in patent EP3287124A1?
EP3290456A1,<IMG> Can you provide the SMILES representation of the molecule shown in patent EP3290456A1?
EP3303372A1,<IMG> What is the SMILES representation of the compound shown in EP3303372A1?
EP3305308A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3305308A1?
EP3305309A1,<IMG> Provide the SMILES notation for the molecule shown in EP3305309A1.
EP3305312A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3305312A1?
EP3307371A1,<IMG> Identify the SMILES notation for the molecule depicted in EP3307371A1.
EP3308809A1,<IMG> Provide the canonical SMILES representation for the molecule shown in EP3308809A1.
EP3308823A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent EP3308823A1.
EP3309171A1,<IMG> Provide the SMILES notation for the molecule shown in patent EP3309171A1.
EP3311831A1,<IMG> What is the SMILES representation of the molecule shown in EP3311831A1?
EP3311836A1,<IMG> What is the SMILES representation of the molecule shown in the image from patent EP3311836A1?
EP3315491A1,<IMG> What is the SMILES notation for the molecule shown in patent EP3315491A1?
EP3316821A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent EP3316821A1.
EP3317275A1,<IMG> Can you provide the SMILES notation for the molecule depicted in patent EP3317275A1?
EP3318261A1,<IMG> What is the SMILES representation of the compound shown in EP3318261A1?
EP3323421A1,<IMG> What is the SMILES representation of the compound displayed in patent EP3323421A1?
EP3326612A1,<IMG> What is the SMILES notation for the compound displayed in EP3326612A1?
EP3331567A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3331567A1?
EP3335678A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3335678A1?
EP3339321A1,<IMG> Provide the canonical SMILES representation of the molecule shown in EP3339321A1.
EP3339322A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent EP3339322A1.
EP3339325A1,<IMG> Convert the structure shown in EP3339325A1 to its corresponding SMILES notation.
EP3339326A1,<IMG> Extract the SMILES notation for the compound shown in patent EP3339326A1.
EP3339332A1,<IMG> Extract the SMILES notation for the compound depicted in EP3339332A1.
EP3342400A1,<IMG> Convert the molecular structure from EP3342400A1 to its corresponding SMILES notation.
EP3342431A1,<IMG> What is the SMILES representation of the chemical structure displayed in patent EP3342431A1?
EP3345567A1,<IMG> What is the SMILES representation of the molecule shown in EP3345567A1?
EP3345578A1,<IMG> Provide the canonical SMILES representation for the molecule shown in EP3345578A1.
EP3345579A1,<IMG> What is the SMILES representation of the chemical structure shown in patent EP3345579A1?
EP3345599A1,<IMG> Provide the canonical SMILES representation for the compound shown in EP3345599A1.
EP3345612A1,<IMG> What is the SMILES representation of the molecule shown in EP3345612A1?
EP3345621A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3345621A1?
EP3345623A1,<IMG> Can you provide the SMILES notation for the molecule shown in patent EP3345623A1?
EP3345678B1,<IMG> Provide the canonical SMILES representation for the compound shown in EP3345678B1.
EP3349761A1,<IMG> What is the SMILES representation of the molecule shown in EP3349761A1?
EP3351193A1,<IMG> What is the SMILES representation of the molecule shown in EP3351193A1?
EP3351226A1,<IMG> What is the standard SMILES notation for the compound shown in EP3351226A1?
EP3366312A1,<IMG> Provide the SMILES notation for the molecule shown in patent EP3366312A1.
EP3366324A1,<IMG> Provide the canonical SMILES representation for the molecule shown in patent EP3366324A1.
EP3391873A1,<IMG> Provide the canonical SMILES representation for the molecule shown in patent EP3391873A1.
EP3401234A1,<IMG> What is the SMILES representation of the compound displayed in patent EP3401234A1?
EP3403624A1,<IMG> What is the SMILES representation of the compound depicted in patent EP3403624A1?
EP3403642A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3403642A1?
EP3406234A1,<IMG> Convert the chemical structure depicted in EP3406234A1 to its corresponding SMILES notation.
EP3406623A1,<IMG> What is the canonical SMILES representation of the molecule shown in EP3406623A1?
EP3406624A1,<IMG> What is the SMILES representation of the compound displayed in patent EP3406624A1?
EP3406628A1,<IMG> What is the SMILES representation of the compound shown in patent EP3406628A1?
EP3409221A1,<IMG> What is the SMILES representation of the compound depicted in patent EP3409221A1?
EP3409663A1,<IMG> Convert the chemical structure shown in EP3409663A1 to its SMILES notation.
EP3409664A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent EP3409664A1.
EP3411410A1,<IMG> What is the SMILES representation of the compound displayed in EP3411410A1?
EP3411423A1,<IMG> What is the canonical SMILES representation of the molecule shown in patent EP3411423A1?
EP3412283A1,<IMG> What is the SMILES representation of the molecule shown in EP3412283A1?
EP3412284A1,<IMG> What is the SMILES representation of the chemical structure depicted in patent EP3412284A1?
EP3412285A1,<IMG> Convert the molecule shown in EP3412285A1 to its corresponding SMILES notation.
EP3412287A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3412287A1?
EP3412288A1,<IMG> Extract the SMILES notation for the compound depicted in patent EP3412288A1.
EP3418304A1,<IMG> What is the SMILES notation for the molecule shown in patent EP3418304A1?
EP3424532A1,<IMG> What is the SMILES representation of the compound depicted in EP3424532A1?
EP3424536A1,<IMG> What is the SMILES representation of the compound depicted in patent EP3424536A1?
EP3456312A1,<IMG> Provide the canonical SMILES representation for the molecule shown in patent EP3456312A1.
EP3456789A1,<IMG> Convert the chemical structure depicted in EP3456789A1 into its corresponding SMILES notation.
EP3456789A2,<IMG> What is the SMILES representation of the molecule shown in EP3456789A2?
EP3501534A1,<IMG> What is the SMILES representation of the compound shown in patent EP3501534A1?
EP3501536A1,<IMG> What is the SMILES representation of the compound depicted in EP3501536A1?
EP3501543A1,<IMG> Provide the canonical SMILES representation for the compound shown in EP3501543A1.
EP3501546A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3501546A1?
EP3501556A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3501556A1?
EP3503881A1,<IMG> What is the SMILES representation of the molecule shown in patent EP3503881A1?
EP3513791A1,<IMG> What is the SMILES representation of the chemical structure shown in patent EP3513791A1?
EP3513794A1,<IMG> What is the canonical SMILES representation of the molecule shown in patent EP3513794A1?
EP3517493A1,<IMG> What is the SMILES representation of the molecule shown in EP3517493A1?
EP3524201A1,<IMG> Provide the SMILES notation for the molecule shown in patent EP3524201A1.
EP3528831A1,<IMG> Provide the SMILES notation for the compound shown in patent EP3528831A1.
EP3528835A1,<IMG> What is the SMILES representation of the compound depicted in EP3528835A1?
EP3560503A1,<IMG> What is the SMILES notation for the compound depicted in EP3560503A1?
EP3560504A1,<IMG> Can you provide the SMILES notation for the molecule shown in patent EP3560504A1?
EP3569204A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent EP3569204A1.
EP3601234A1,<IMG> Provide the canonical SMILES representation of the compound shown in EP3601234A1?
EP3673869A1,<IMG> Identify the SMILES notation for the compound shown in EP3673869A1.
EP3675869A1,<IMG> What is the SMILES representation of the molecule shown in EP3675869A1?
EP3705176A1,<IMG> Provide the canonical SMILES representation of the compound shown in EP3705176A1.
EP3713661A1,<IMG> What is the SMILES representation of the compound shown in EP3713661A1?
EP3718567A1,<IMG> Can you provide the SMILES notation for the molecule shown in patent EP3718567A1?
EP3725318A1,<IMG> What is the SMILES representation of the molecule shown in the image from patent EP3725318A1?
EP4455667A1,<IMG> What is the SMILES representation of the compound depicted in EP4455667A1?
EP4567890A1,<IMG> What is the SMILES notation for the compound displayed in patent EP4567890A1?
EP4567890A2,<IMG> Provide the SMILES notation for the molecule shown in the image from patent EP4567890A2.
EP4567890B1,<IMG> What is the SMILES representation of the molecule shown in the image from patent EP4567890B1?
EP5566778B1,<IMG> Provide the canonical SMILES representation for the compound shown in EP5566778B1.
EP5678901A1,<IMG> Identify the SMILES notation for the compound shown in EP5678901A1.
EP6789012A1,<IMG> What is the standard SMILES representation for the compound shown in patent EP6789012A1?
US10251899B2,<IMG> Provide the SMILES notation for the molecule shown in patent US10251899B2.
US10512645B2,<IMG> Provide the SMILES representation for the compound shown in patent US10512645B2.
US20100015235A1,<IMG> Identify the SMILES notation for the compound shown in US20100015235A1.
US20130267547A1,<IMG> Translate the chemical structure from patent US20130267547A1 into its corresponding SMILES notation.
US20140018491A1,<IMG> What is the SMILES representation of the molecule depicted in patent US20140018491A1?
US20140045678A1,<IMG> What is the SMILES representation of the compound illustrated in US20140045678A1?
US20140045849A1,<IMG> What is the SMILES representation of the compound displayed in patent US20140045849A1?
US20140045876A1,<IMG> What is the SMILES representation of the molecule shown in US20140045876A1?
US20140045888A1,<IMG> What is the SMILES representation of the molecule shown in US20140045888A1?
US20140057960A1,<IMG> Provide the SMILES representation of the compound shown in US20140057960A1.
US20140073642A1,<IMG> Identify the SMILES notation for the molecule shown in US20140073642A1.
US20140073657A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20140073657A1.
US20140088085A1,<IMG> What is the SMILES representation of the molecule shown in US20140088085A1?
US20140088090A1,<IMG> Convert the chemical structure shown in US20140088090A1 to its corresponding SMILES notation.
US20140107102A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20140107102A1.
US20140107162A1,<IMG> What is the SMILES representation of the molecule depicted in US20140107162A1?
US20140123456A1,<IMG> What is the canonical SMILES representation of the compound shown in US20140123456A1?
US20140296183A1,<IMG> What is the SMILES representation of the compound depicted in US20140296183A1?
US20140378489A1,<IMG> What is the SMILES representation of the compound depicted in US20140378489A1?
US20150005362A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20150005362A1.
US20150012345A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20150012345A1.
US20150017252A1,<IMG> Identify the molecular structure in US20150017252A1 and provide its SMILES string.
US20150017294A1,<IMG> What is the SMILES representation of the molecule shown in US20150017294A1?
US20150030678A1,<IMG> Translate the chemical structure from US20150030678A1 into its SMILES representation.
US20150031700A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20150031700A1.
US20150031710A1,<IMG> Provide the SMILES notation for the compound shown in US20150031710A1.
US20150031716A1,<IMG> What is the SMILES representation of the molecule shown in US20150031716A1?
US20150031723A1,<IMG> Extract the SMILES notation for the compound shown in US20150031723A1.
US20150031724A1,<IMG> What is the SMILES representation of the compound depicted in US20150031724A1?
US20150031732A1,<IMG> Provide the canonical SMILES representation for the compound shown in US20150031732A1.
US20150031745A1,<IMG> Provide the SMILES string for the molecule shown in the patent image from US20150031745A1.
US20150031763A1,<IMG> What is the SMILES representation of the molecule shown in patent US20150031763A1?
US20150031770A1,<IMG> What is the SMILES representation of the molecule shown in US20150031770A1?
US20150031789A1,<IMG> What is the SMILES representation of the compound depicted in US20150031789A1?
US20150031794A1,<IMG> What is the SMILES representation of the molecule shown in US20150031794A1?
US20150037323A1,<IMG> What is the SMILES notation for the compound depicted in US20150037323A1?
US20150037345A1,<IMG> What is the SMILES representation of the compound depicted in patent US20150037345A1?
US20150037394A1,<IMG> What is the SMILES representation of the molecule shown in US20150037394A1?
US20150086564A1,<IMG> Convert the chemical structure in US20150086564A1 to its corresponding SMILES notation.
US20150105321A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20150105321A1.
US20150105465A1,<IMG> Provide the SMILES notation for the molecule depicted in the image from patent US20150105465A1.
US20150209123A1,<IMG> Retrieve the SMILES notation from the compound image shown in patent US20150209123A1.
US20150232563A1,<IMG> What is the SMILES representation of the compound shown in patent US20150232563A1?
US20150232576A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20150232576A1.
US20150232598A1,<IMG> Identify the SMILES notation for the compound shown in US20150232598A1.
US20150258133A1,<IMG> What is the SMILES representation of the compound depicted in US20150258133A1?
US20150258146A1,<IMG> Convert the molecule shown in US20150258146A1 to its corresponding SMILES notation.
US20150283299A1,<IMG> Provide the canonical SMILES representation for the molecule shown in patent US20150283299A1.
US20150306121A1,<IMG> What is the SMILES representation of the molecule shown in the image from patent US20150306121A1?
US20150328253A1,<IMG> Convert the chemical structure depicted in US20150328253A1 to its corresponding SMILES notation.
US20150345678A1,<IMG> Convert the molecule shown in US20150345678A1 to its SMILES notation.
US20150366801A1,<IMG> What is the SMILES representation of the molecule shown in US20150366801A1?
US20150366802A1,<IMG> What is the SMILES notation for the compound depicted in patent US20150366802A1?
US20150366803A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20150366803A1.
US20150366806A1,<IMG> Retrieve the SMILES string directly from the compound image provided in patent US20150366806A1.
US20150366809A1,<IMG> Convert the chemical structure shown in US20150366809A1 to its SMILES representation.
US20150366810A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20150366810A1.
US20150366817A1,<IMG> What is the SMILES representation of the compound depicted in US20150366817A1?
US20150366818A1,<IMG> What is the SMILES representation of the molecule shown in US20150366818A1?
US20150366823A1,<IMG> Identify the SMILES notation for the compound depicted in US20150366823A1.
US20150366845A1,<IMG> Could you translate the molecule depicted in patent US20150366845A1 into its corresponding SMILES notation?
US20150366889A1,<IMG> What is the SMILES representation of the compound depicted in patent US20150366889A1?
US20150366890A1,<IMG> What is the SMILES representation of the compound displayed in US20150366890A1?
US20150366898A1,<IMG> Extract the SMILES notation for the compound shown in US20150366898A1.
US20150366899A1,<IMG> What is the SMILES representation of the molecule shown in US20150366899A1?
US20150367890A1,<IMG> Extract the SMILES notation for the compound shown in US20150367890A1.
US20150376115A1,<IMG> What is the SMILES representation of the molecule shown in US20150376115A1?
US20150376269A1,<IMG> What is the SMILES representation of the compound depicted in patent US20150376269A1?
US20160002123A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160002123A1?
US20160002206A1,<IMG> What is the canonical SMILES representation of the molecule shown in US20160002206A1?
US20160008339A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160008339A1?
US20160008345A1,<IMG> Provide the SMILES representation for the molecule shown in patent US20160008345A1.
US20160008456A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160008456A1?
US20160015812A1,<IMG> Provide the canonical SMILES representation for the compound shown in US20160015812A1.
US20160015818A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160015818A1?
US20160015833A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20160015833A1.
US20160015852A1,<IMG> Provide the canonical SMILES representation for the compound shown in US20160015852A1.
US20160015872A1,<IMG> Provide the SMILES representation of the compound shown in US20160015872A1.
US20160022678A1,<IMG> What is the SMILES representation of the compound depicted in patent US20160022678A1?
US20160022690A1,<IMG> What is the SMILES representation of the molecule shown in US20160022690A1?
US20160030678A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160030678A1?
US20160051505A1,<IMG> What is the SMILES representation of the compound depicted in patent US20160051505A1?
US20160051522A1,<IMG> What is the SMILES representation of the compound depicted in US20160051522A1?
US20160051530A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20160051530A1.
US20160051542A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20160051542A1.
US20160051560A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20160051560A1.
US20160051567A1,<IMG> What is the SMILES notation for the molecule shown in patent US20160051567A1?
US20160051573A1,<IMG> What is the SMILES representation of the compound depicted in patent US20160051573A1?
US20160051576A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160051576A1?
US20160051582A1,<IMG> What is the SMILES representation of the compound shown in patent US20160051582A1?
US20160051584A1,<IMG> Convert the chemical structure shown in US20160051584A1 to its SMILES notation.
US20160058789A1,<IMG> What is the canonical SMILES representation of the molecule shown in patent US20160058789A1?
US20160074421A1,<IMG> Convert the molecule structure from US20160074421A1 into its SMILES notation.
US20160122345A1,<IMG> What is the SMILES representation of the compound shown in patent US20160122345A1?
US20160123456A1,<IMG> What is the SMILES representation of the molecule shown in US20160123456A1?
US20160137605A1,<IMG> Convert the molecule structure shown in patent US20160137605A1 to its SMILES notation.
US20160143821A1,<IMG> What is the SMILES notation for the molecule shown in patent US20160143821A1?
US20160143894A1,<IMG> Provide the canonical SMILES representation for the compound shown in US20160143894A1.
US20160143906A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20160143906A1.
US20160143982A1,<IMG> Provide the canonical SMILES representation for the compound shown in US20160143982A1.
US20160143983A1,<IMG> What is the SMILES representation of the compound depicted in US20160143983A1?
US20160143999A1,<IMG> Can you provide the SMILES notation for the molecule shown in patent US20160143999A1?
US20160151269A1,<IMG> Provide the SMILES representation for the compound shown in patent US20160151269A1.
US20160158901A1,<IMG> What is the SMILES representation of the compound from patent US20160158901A1?
US20160159832A1,<IMG> Provide the SMILES representation for the molecule shown in US20160159832A1.
US20160166632A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160166632A1?
US20160166655A1,<IMG> Convert the chemical structure in patent US20160166655A1 to its SMILES notation.
US20160175423A1,<IMG> What is the SMILES notation for the molecule depicted in patent US20160175423A1?
US20160175432A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160175432A1?
US20160175457A1,<IMG> What is the SMILES representation of the molecule shown in US20160175457A1?
US20160194369A1,<IMG> What is the SMILES representation of the molecule shown in US20160194369A1?
US20160220645A1,<IMG> What is the SMILES representation of the molecule depicted in US20160220645A1?
US20160234567A1,<IMG> What is the canonical SMILES representation of the molecule shown in US20160234567A1?
US20160235678A1,<IMG> Convert the molecular structure from US20160235678A1 to its SMILES notation.
US20160243212A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20160243212A1.
US20160244489A1,<IMG> Provide the SMILES representation of the compound shown in US20160244489A1.
US20160263102A1,<IMG> What is the SMILES representation of the compound shown in US20160263102A1?
US20160263103A1,<IMG> Convert the molecule depicted in US20160263103A1 to its corresponding SMILES notation.
US20160263105A1,<IMG> What is the SMILES representation of the molecule shown in US20160263105A1?
US20160263106A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20160263106A1.
US20160263107A1,<IMG> What is the SMILES representation of the compound shown in patent US20160263107A1?
US20160263111A1,<IMG> Provide the SMILES notation for the molecule depicted in patent US20160263111A1.
US20160263119A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160263119A1?
US20160263121A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160263121A1?
US20160263122A1,<IMG> What is the SMILES representation of the compound shown in patent US20160263122A1?
US20160263127A1,<IMG> Can you derive the SMILES string for the molecule shown in patent US20160263127A1?
US20160263129A1,<IMG> Provide the SMILES representation of the molecule shown in the image from patent US20160263129A1.
US20160263130A1,<IMG> Identify the SMILES notation for the compound shown in US20160263130A1.
US20160263141A1,<IMG> What is the canonical SMILES representation of the molecule shown in US20160263141A1?
US20160263145A1,<IMG> What is the SMILES representation of the molecule shown in patent US20160263145A1?
US20160263149A1,<IMG> What is the SMILES notation for the compound depicted in patent US20160263149A1?
US20160263178A1,<IMG> Provide the SMILES representation for the compound shown in US20160263178A1.
US20160263182A1,<IMG> Provide the SMILES representation for the compound shown in US20160263182A1.
US20160263191A1,<IMG> Extract the SMILES notation for the compound shown in US20160263191A1.
US20160263245A1,<IMG> Provide the canonical SMILES representation of the molecule shown in US20160263245A1.
US20160287506A1,<IMG> Provide the canonical SMILES representation for the compound depicted in patent US20160287506A1.
US20160287531A1,<IMG> What is the SMILES string for the molecule shown in the image from patent US20160287531A1?
US20160287541A1,<IMG> Provide the SMILES representation of the molecule shown in patent US20160287541A1.
US20160347790A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20160347790A1.
US20170000987A1,<IMG> What is the SMILES representation of the molecule shown in US20170000987A1?
US20170008910A1,<IMG> What is the SMILES string for the molecule shown in the image from patent US20170008910A1?
US20170008911A1,<IMG> What is the SMILES representation of the compound depicted in patent US20170008911A1?
US20170008912A1,<IMG> What is the SMILES representation of the compound depicted in patent US20170008912A1?
US20170008915A1,<IMG> What is the SMILES representation of the compound shown in US20170008915A1?
US20170008934A1,<IMG> What is the SMILES notation for the compound depicted in patent US20170008934A1?
US20170008936A1,<IMG> Provide the SMILES notation for the compound shown in patent US20170008936A1.
US20170008945A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20170008945A1.
US20170008962A1,<IMG> Convert the molecular structure shown in US20170008962A1 to its SMILES notation.
US20170008963A1,<IMG> What is the SMILES notation for the molecule shown in the image from patent US20170008963A1?
US20170008965A1,<IMG> Can you provide the SMILES representation of the molecule shown in patent US20170008965A1?
US20170008984A1,<IMG> What is the SMILES notation for the compound depicted in US20170008984A1?
US20170008987A1,<IMG> Extract the SMILES notation for the compound shown in US20170008987A1.
US20170008994A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20170008994A1.
US20170022233A1,<IMG> What is the SMILES representation of the molecule shown in US20170022233A1?
US20170022234A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20170022234A1.
US20170022244A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022244A1?
US20170022245A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022245A1?
US20170022256A1,<IMG> Identify the SMILES notation for the compound shown in patent US20170022256A1.
US20170022270A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022270A1?
US20170022272A1,<IMG> What is the SMILES representation of the compound depicted in US20170022272A1?
US20170022273A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022273A1?
US20170022274A1,<IMG> Extract the SMILES notation of the compound depicted in US20170022274A1.
US20170022275A1,<IMG> Convert the chemical structure shown in US20170022275A1 to its corresponding SMILES notation.
US20170022276A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20170022276A1.
US20170022278A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022278A1?
US20170022282A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20170022282A1.
US20170022284A1,<IMG> Extract the SMILES notation for the compound shown in patent US20170022284A1.
US20170022285A1,<IMG> What is the SMILES representation of the compound depicted in patent US20170022285A1?
US20170022287A1,<IMG> What is the SMILES representation of the molecule shown in US20170022287A1?
US20170022289A1,<IMG> Provide the SMILES representation for the molecule shown in patent US20170022289A1.
US20170022291A1,<IMG> Provide the SMILES notation for the molecule depicted in patent US20170022291A1.
US20170022292A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170022292A1?
US20170022293A1,<IMG> Convert the chemical structure depicted in US20170022293A1 into its corresponding SMILES notation.
US20170022294A1,<IMG> Retrieve the SMILES notation for the molecule shown in patent US20170022294A1.
US20170022295A1,<IMG> Convert the molecular structure depicted in US20170022295A1 to its corresponding SMILES notation.
US20170022297A1,<IMG> What is the SMILES notation for the compound depicted in patent US20170022297A1?
US20170022298A1,<IMG> What is the SMILES representation of the molecule shown in US20170022298A1?
US20170029552A1,<IMG> Convert the molecule image from patent US20170029552A1 into its corresponding SMILES notation.
US20170035641A1,<IMG> What is the SMILES representation of the compound depicted in patent US20170035641A1?
US20170035655A1,<IMG> Convert the chemical structure in US20170035655A1 to its SMILES representation.
US20170042878A1,<IMG> What is the SMILES representation of the compound depicted in US20170042878A1?
US20170042882A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170042882A1?
US20170042895A1,<IMG> What is the SMILES representation of the molecule shown in US20170042895A1?
US20170079987A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20170079987A1.
US20170080002A1,<IMG> What is the SMILES representation of the compound displayed in patent US20170080002A1?
US20170080013A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170080013A1?
US20170080056A1,<IMG> What is the SMILES representation of the molecule shown in US20170080056A1?
US20170080098A1,<IMG> Convert the chemical structure shown in US20170080098A1 to its SMILES notation.
US20170095403A1,<IMG> What is the SMILES representation of the molecule shown in US20170095403A1?
US20170095413A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20170095413A1.
US20170095418A1,<IMG> What is the SMILES representation of the compound shown in patent US20170095418A1?
US20170095419A1,<IMG> What is the SMILES representation of the molecule shown in US20170095419A1?
US20170095423A1,<IMG> Provide the SMILES representation for the molecule shown in US20170095423A1.
US20170095532A1,<IMG> Can you provide the SMILES notation for the molecule shown in patent US20170095532A1?
US20170112345A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170112345A1?
US20170119861A1,<IMG> Provide the canonical SMILES representation of the compound shown in US20170119861A1.
US20170119876A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170119876A1?
US20170119882A1,<IMG> Identify the SMILES string of the molecule shown in the image from patent US20170119882A1.
US20170123456A1,<IMG> Provide the SMILES notation for the molecule shown in patent US20170123456A1.
US20170145321A1,<IMG> Convert the chemical structure image from patent US20170145321A1 into its corresponding SMILES notation.
US20170216204A1,<IMG> What is the SMILES representation of the molecule shown in US20170216204A1?
US20170216216A1,<IMG> What is the SMILES representation of the compound displayed in patent US20170216216A1?
US20170216233A1,<IMG> Convert the molecule depicted in US20170216233A1 to its SMILES notation.
US20170216234A1,<IMG> Provide the SMILES notation for the compound displayed in patent US20170216234A1.
US20170216289A1,<IMG> Provide the SMILES string for the compound displayed in patent US20170216289A1.
US20170216296A1,<IMG> Provide the canonical SMILES representation for the molecule shown in patent US20170216296A1.
US20170216326A1,<IMG> What is the canonical SMILES representation of the molecule shown in US20170216326A1?
US20170224732A1,<IMG> Provide the SMILES notation for the molecule shown in the image from patent US20170224732A1.
US20170231999A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170231999A1?
US20170252345A1,<IMG> What is the SMILES notation for the molecule shown in patent US20170252345A1?
US20170266132A1,<IMG> What is the SMILES representation of the compound shown in patent US20170266132A1?
US20170266177A1,<IMG> What is the SMILES string for the molecule shown in the image from patent US20170266177A1?
US20170333418A1,<IMG> What is the SMILES notation for the compound depicted in patent US20170333418A1?
US20170333456A1,<IMG> Provide the SMILES string for the molecule shown in the image from patent US20170333456A1.
US20170360841A1,<IMG> What is the canonical SMILES representation of the compound shown in US20170360841A1?
US20170360848A1,<IMG> What is the SMILES representation of the molecule shown in patent US20170360848A1?
US20180012345A1,<IMG> Determine the SMILES string for the molecule shown in patent US20180054321A1.
US20180015104A1,<IMG> Extract the SMILES notation for the compound depicted in patent US20180015104A1.
US20180015111A1,<IMG> What is the SMILES representation of the molecule shown in US20180015111A1?
